대지위치,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률(%),구조,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),노후화,위도,경도
서울특별시 강남구 청담동 40-2번지,358.9,176.0,49.04,970.82,228.01,7,0,0,17.15,5,1,0,0,0,0.0,970.82,42,37.5190767,127.0409058
서울특별시 강남구 청담동 40-3번지,461.9,228.21,49.41,1382.54,221.28,7,0,0,19.6,5,1,1,0,0,0.0,1382.54,35,37.5189571,127.0409504
서울특별시 강남구 청담동 40-5번지,241.7,120.48,49.85,730.65,247.66,7,0,1,20.96,6,1,1,0,0,0.0,730.65,8,37.5188379,127.0410833
서울특별시 강남구 청담동 40-6번지,246.0,143.54,58.35,716.59,236.76,5,0,0,17.91,5,1,0,0,0,0.0,716.59,47,37.5187999,127.0409221
서울특별시 강남구 청담동 40-7번지,0.0,316.13,0.0,2053.55,0.0,7,0,1,0.0,5,1,0,0,0,0.0,2053.55,35,37.5193228,127.0411261
서울특별시 강남구 청담동 40-9번지,227.9,132.63,58.2,596.91,198.92,7,0,1,19.4,5,1,1,0,0,0.0,596.91,2,37.5191993,127.0413477
서울특별시 강남구 청담동 40-10번지,239.9,140.46,58.55,634.86,199.97,7,0,0,18.08,5,1,1,0,0,0.0,634.86,1,37.51916050000001,127.041187
서울특별시 강남구 청담동 40-11번지,0.0,104.92,0.0,236.36,0.0,2,0,1,0.0,2,1,0,0,0,0.0,236.36,53,37.519024,127.0412383
서울특별시 강남구 개포동 1281번지,0.0,24.5,0.0,24.5,0.0,7,0,0,5.0,1,0,0,0,0,0.0,24.5,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,25.8,0.0,25.8,0.0,7,0,0,5.0,1,0,0,0,0,0.0,25.8,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,348.898,0.0,6021.8879,0.0,7,54,0,91.45,29,0,0,1,0,0.0,6021.8879,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,335.4014,0.0,6021.8879,0.0,7,54,0,91.45,29,0,0,1,0,0.0,6021.8879,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,348.8979,0.0,6016.0964,0.0,7,54,0,91.45,29,0,0,1,0,0.0,6016.0964,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,884.2221,0.0,4530.6948,0.0,7,62,0,23.25,7,0,2,0,0,0.0,4530.6948,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,492.3491,0.0,9240.0387,0.0,7,106,0,88.45,28,0,0,2,0,0.0,9240.0387,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,0.0,0.0,656.2186,0.0,7,0,0,0.0,0,1,0,0,0,0.0,656.2186,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,0.0,0.0,288.3274,0.0,7,0,0,0.0,30,0,0,0,0,0.0,288.3274,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,0.0,0.0,3234.3936,0.0,7,0,0,0.0,0,3,0,0,0,0.0,3234.3936,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1281번지,0.0,24.5,0.0,24.5,0.0,7,0,0,5.0,1,0,0,0,0,0.0,24.5,6,37.48411050000001,127.0675212
서울특별시 강남구 개포동 1200-5번지,314.3,163.6,52.05,621.59,185.06,7,0,0,13.5,4,1,0,0,0,0.0,621.59,28,37.4757192,127.05018
서울특별시 강남구 개포동 1200-6번지,537.2,307.93,57.32,1450.5,210.44,7,19,0,11.5,4,1,0,0,0,0.0,1450.5,28,37.4756667,127.0499609
서울특별시 강남구 개포동 1200-8번지,268.6,160.52,59.76,564.25,210.07,7,8,0,13.2,5,0,0,0,0,0.0,564.25,25,37.4758263,127.0497941
서울특별시 강남구 개포동 1200-9번지,268.7,153.95,57.29,667.55,185.69,7,0,1,12.8,4,1,0,0,0,0.0,667.55,35,37.4759331,127.0496835
서울특별시 강남구 개포동 1200-10번지,268.7,160.54,59.75,573.88,213.58,7,7,0,14.9,5,0,0,0,0,0.0,573.88,24,37.4760399,127.0495728
서울특별시 강남구 개포동 1201번지,251.1,136.33,54.29,590.57,185.77,7,0,1,12.25,4,1,0,0,0,0.0,590.57,37,37.4763004,127.0500668
서울특별시 강남구 개포동 1201-1번지,245.9,120.89,49.16,771.56,262.98,7,0,3,17.7,6,1,0,0,0,0.0,771.56,35,37.4763955,127.0502112
서울특별시 강남구 개포동 1201-2번지,245.9,143.42,58.32,657.64,213.85,7,14,0,0.0,4,1,0,0,0,0.0,657.64,30,37.4764896,127.0503541
서울특별시 강남구 개포동 1201-3번지,245.9,139.82,56.86,654.06,209.31,7,9,0,12.5,4,1,0,0,0,0.0,654.06,33,37.4765837,127.0504969
서울특별시 강남구 개포동 1201-4번지,238.9,142.62,59.7,566.18,236.99,7,8,0,13.85,5,0,0,0,0,0.0,566.18,22,37.4766739,127.0506419
서울특별시 강남구 개포동 1224-4번지,228.3,136.35,59.72,453.77,198.76,7,10,0,17.3,6,0,1,0,0,0.0,453.77,6,37.4755251,127.0485119
서울특별시 강남구 개포동 1225번지,223.8,134.24,59.98,659.97,236.09,7,9,0,12.0,4,1,0,0,0,0.0,659.97,26,37.4753476,127.0478013
서울특별시 강남구 개포동 1225-1번지,228.2,112.32,49.22,749.43,259.19,7,0,1,12.6,6,1,0,0,0,0.0,749.43,33,37.4754351,127.0479342
서울특별시 강남구 개포동 14번지,9917.4,351.4,3.54,1115.48,11.25,7,0,0,17.55,4,0,0,0,0,0.0,0.0,2,37.4933303,127.0769501
서울특별시 강남구 개포동 14-1번지,1087.8,651.09,59.85,4989.14,296.65,7,0,0,0.0,5,2,1,0,0,0.0,4989.14,27,37.4942156,127.077617
서울특별시 강남구 개포동 14-2번지,1087.7,588.83,54.14,2693.66,196.32,7,0,0,23.55,4,1,0,0,0,0.0,2622.61,27,37.4939953,127.0777063
서울특별시 강남구 개포동 14-3번지,1652.8,977.38,59.13,3854.04,175.21,7,0,0,19.6,5,1,2,0,0,0.0,3854.04,27,37.4942502,127.0780161
서울특별시 강남구 개포동 565-3번지,1954.0,265.91,13.61,975.57,49.93,7,0,0,16.9,4,0,1,0,0,0.0,975.57,17,37.4791675,127.0655693
서울특별시 강남구 개포동 635-1번지,0.0,45.09,0.0,45.09,0.0,3,0,1,0.0,1,0,0,0,0,0.0,45.09,54,37.482574,127.0727749
서울특별시 강남구 개포동 649번지,0.0,525.5,0.0,1819.9,0.0,7,0,0,0.0,2,1,0,0,0,0.0,1819.9,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,1292.78,0.0,20549.48,0.0,7,120,0,0.0,15,1,0,0,0,0.0,20549.48,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,1085.52,0.0,14092.32,0.0,7,96,0,0.0,12,1,0,0,2,1731.75,14092.32,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,1085.52,0.0,14092.32,0.0,7,96,0,0.0,12,1,0,0,2,1731.75,14092.32,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,1100.25,0.0,17483.85,0.0,7,90,0,0.0,15,1,0,0,0,0.0,17483.85,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,358.4,0.0,1095.2,0.0,7,0,0,0.0,2,1,0,0,0,0.0,1095.2,41,37.4845146,127.054174
서울특별시 강남구 개포동 649번지,0.0,665.92,0.0,8652.96,0.0,7,48,0,0.0,12,1,0,0,2,1731.75,8652.96,41,37.4845146,127.054174
서울특별시 강남구 청담동 17-1번지,231.8,122.2,52.7179,636.2,198.4297,7,0,0,17.65,5,2,1,0,0,0.0,636.2,12,37.5227612,127.0448336
서울특별시 강남구 청담동 17-2번지,232.8,137.59,59.102,610.13,198.65,7,0,0,17.45,5,1,1,0,0,0.0,610.13,10,37.5226142,127.044794
서울특별시 강남구 청담동 17-3번지,229.6,137.38,59.83,571.8,174.76,7,0,15,12.1,3,1,0,0,0,0.0,571.8,27,37.5224673,127.0447548
서울특별시 강남구 청담동 30-33번지,0.0,567.55,0.0,7627.43,0.0,7,68,0,45.3,17,0,2,0,0,0.0,7627.43,23,37.5205036,127.0478363
서울특별시 강남구 청담동 30-33번지,0.0,567.55,0.0,7627.43,0.0,7,68,0,45.3,17,0,2,0,0,0.0,7627.43,23,37.5205036,127.0478363
서울특별시 강남구 청담동 30-33번지,0.0,563.96,0.0,7350.72,0.0,7,67,0,45.3,17,0,2,0,0,0.0,7350.72,23,37.5205036,127.0478363
서울특별시 강남구 청담동 30-33번지,0.0,87.84,0.0,87.84,0.0,7,0,0,4.16,1,0,0,0,0,0.0,87.84,23,37.5205036,127.0478363
서울특별시 강남구 청담동 31번지,132.9,78.38,58.98,387.55,220.03,7,0,0,12.2,4,1,0,0,0,0.0,387.55,28,37.52128150000001,127.048309
서울특별시 강남구 청담동 31-2번지,0.0,162.25,0.0,831.3,0.0,7,0,0,22.9,6,0,1,0,0,0.0,831.3,16,37.5212762,127.0484818
서울특별시 강남구 청담동 31-2번지,0.0,183.32,0.0,934.26,0.0,7,0,0,19.4,5,1,0,0,0,0.0,934.26,36,37.5212762,127.0484818
서울특별시 강남구 청담동 31-5번지,0.0,80.93,0.0,238.09,0.0,2,0,1,0.0,2,1,0,0,0,0.0,238.09,47,37.5210381,127.0483589
서울특별시 강남구 개포동 1259-7번지,321.2,159.84,49.76,1022.85,248.82,7,0,0,0.0,5,1,0,0,0,0.0,1022.85,37,37.47922519999999,127.0496679
서울특별시 강남구 개포동 1259-8번지,242.7,120.86,49.8,774.69,248.99,7,0,0,16.3,5,1,0,0,0,0.0,774.69,34,37.4792377,127.0498351
서울특별시 강남구 개포동 1260번지,264.4,131.58,49.77,921.17,287.13,7,0,1,19.6,6,1,0,0,0,0.0,921.17,34,37.4794611,127.0483453
서울특별시 강남구 개포동 1260-1번지,264.9,153.38,57.9,708.42,215.82,7,9,0,11.93,4,1,0,0,0,0.0,708.42,25,37.4794811,127.0485196
서울특별시 강남구 개포동 1260-2번지,529.6,307.92,58.14,1295.7,239.62,7,10,0,16.36,6,1,1,0,0,0.0,1295.7,19,37.4795087,127.0487812
서울특별시 강남구 개포동 1260-4번지,529.3,307.92,58.17,1295.7,239.75,7,10,0,16.47,6,1,1,0,0,0.0,1295.7,19,37.4795455,127.0491299
서울특별시 강남구 개포동 1260-6번지,227.2,134.38,59.14,497.45,163.19,2,0,4,12.94,3,1,0,0,0,0.0,497.45,34,37.4795718,127.0493792
서울특별시 강남구 개포동 1260-7번지,223.1,112.84,50.58,538.44,191.12,2,0,1,14.6,4,1,0,0,0,0.0,538.44,36,37.4795779,127.0495331
서울특별시 강남구 개포동 1260-8번지,293.5,145.99,49.74,742.99,191.01,7,0,0,12.3,4,1,0,0,0,0.0,742.99,34,37.479439,127.0496287
서울특별시 강남구 청담동 1-15번지,562.4,277.96,49.42,828.2,138.5,7,0,0,14.6,4,1,0,0,0,0.0,828.2,26,37.5219183,127.0399604
서울특별시 강남구 청담동 1-16번지,356.7,176.7,49.54,925.35,198.15,7,0,0,17.0,4,1,0,0,0,0.0,925.35,37,37.5218769,127.0397726
서울특별시 강남구 청담동 1-17번지,0.0,384.0,0.0,1998.5,0.0,7,0,0,0.0,5,1,1,0,0,0.0,1998.5,41,37.5221169,127.039806
서울특별시 강남구 청담동 1-18번지,311.0,152.08,48.9,936.77,238.51,7,0,0,16.6,5,1,0,0,0,0.0,936.77,34,37.5222645,127.0396681
서울특별시 강남구 개포동 1187-11번지,266.0,120.64,45.35,591.3,179.18,7,0,0,13.9,4,1,0,0,0,0.0,591.3,33,37.4740213,127.0498219
서울특별시 강남구 개포동 1211-8번지,221.8,120.14,54.17,558.04,202.14,7,0,1,0.0,5,1,0,0,0,0.0,558.04,35,37.4785167,127.0519891
서울특별시 강남구 개포동 1211-9번지,304.4,172.24,56.58,568.33,186.7,7,11,0,15.3,5,0,1,0,0,0.0,568.33,9,37.4783875,127.0518325
서울특별시 강남구 개포동 1211-10번지,280.0,155.4,55.5,540.18,142.14,7,0,8,10.0,3,1,0,0,0,0.0,540.18,33,37.4784909,127.0517296
서울특별시 강남구 개포동 1211-11번지,280.0,166.77,59.56,573.52,204.83,7,7,0,13.1,5,0,0,0,0,0.0,573.52,23,37.47858799999999,127.0516286
서울특별시 강남구 개포동 1211-12번지,280.0,140.72,50.26,599.52,170.03,7,9,0,13.1,4,1,0,0,0,0.0,599.52,31,37.4786851,127.0515277
서울특별시 강남구 개포동 1212번지,335.3,165.31,49.3,1213.13,294.34,7,0,0,21.1,6,1,0,0,0,0.0,1213.13,34,37.4788241,127.0492972
서울특별시 강남구 개포동 1212-1번지,332.1,166.86,50.24,1199.12,297.37,7,0,0,21.35,6,1,1,0,0,0.0,1199.12,36,37.4788434,127.0494942
서울특별시 강남구 개포동 1212-3번지,359.4,179.02,49.81,1074.12,249.05,7,0,0,18.8,5,1,1,0,0,0.0,1074.12,32,37.4788918,127.0498857
서울특별시 강남구 개포동 1212-4번지,386.6,220.69,57.08,1703.85,297.65,7,0,0,28.4,6,2,1,0,0,0.0,1703.85,20,37.478922,127.0500777
서울특별시 강남구 개포동 1212-5번지,440.1,172.34,39.16,246.12,51.83,2,0,0,7.1,2,1,0,0,0,0.0,246.12,33,37.4789562,127.0502664
서울특별시 강남구 개포동 1212-6번지,406.4,243.58,59.94,1553.81,283.84,7,0,0,20.5,6,1,1,0,0,0.0,1553.81,17,37.4790628,127.0504829
서울특별시 강남구 개포동 1212-7번지,0.0,0.0,0.0,716.31,0.0,7,0,8,11.55,4,1,0,0,0,0.0,716.31,32,37.4789444,127.0505576
서울특별시 강남구 개포동 1212-7번지,0.0,0.0,0.0,52.78,0.0,1,0,0,0.0,1,0,0,0,0,0.0,52.78,16,37.4789444,127.0505576
서울특별시 강남구 개포동 1164-15번지,992.3,481.78,48.55,2736.66,233.84,7,0,0,17.8,5,1,0,0,0,0.0,2736.66,34,37.4734725,127.0533842
서울특별시 강남구 개포동 1164-18번지,330.9,161.66,48.85,1008.32,236.61,7,0,0,22.1,6,1,1,0,0,0.0,1008.32,35,37.4737575,127.0538169
서울특별시 강남구 개포동 1164-19번지,330.8,189.74,57.36,650.08,144.01,7,0,19,15.0,4,1,0,0,0,0.0,650.08,28,37.4738524,127.0539613
서울특별시 강남구 개포동 1164-20번지,332.0,173.8,52.35,1240.27,298.45,7,12,0,21.2,7,1,1,0,0,0.0,1240.27,23,37.473947,127.054106
서울특별시 강남구 개포동 1164-21번지,1040.8,443.5,42.61,4542.92,293.86,7,0,0,25.8,7,2,0,0,0,0.0,4542.92,34,37.4740407,127.0542511
서울특별시 강남구 개포동 1164-24번지,342.2,169.95,49.66,1341.16,340.72,7,0,0,25.1,7,1,0,0,0,0.0,1341.16,35,37.4743111,127.0546842
서울특별시 강남구 개포동 1164-25번지,361.9,193.45,53.45,1210.45,259.74,7,10,0,19.55,6,1,1,0,0,0.0,1210.45,23,37.4743927,127.0548193
서울특별시 강남구 개포동 1164-26번지,356.0,208.81,58.65,657.9,184.8,7,11,0,13.9,5,0,1,0,0,0.0,657.9,10,37.4744711,127.0549503
서울특별시 강남구 개포동 1164-27번지,376.1,194.98,51.84,659.27,175.29,7,10,0,21.9,6,0,1,0,0,0.0,659.27,9,37.4745467,127.0550769
서울특별시 강남구 개포동 1164-28번지,366.61,192.19,52.42,1176.05,268.15,7,10,0,16.4,6,1,1,0,0,0.0,1176.05,24,37.4746244,127.0551953
서울특별시 강남구 개포동 1188번지,561.7,299.84,53.38,1777.81,243.14,7,0,0,17.89,5,1,1,0,0,0.0,1777.81,20,37.4737836,127.0500682
서울특별시 강남구 개포동 1188-1번지,330.8,165.16,49.93,1090.16,262.93,7,0,1,19.25,6,1,0,0,0,0.0,1090.16,34,37.4739421,127.0501402
서울특별시 강남구 개포동 1188-3번지,279.6,167.58,59.94,659.84,235.99,7,8,0,12.8,5,1,0,0,0,0.0,659.84,24,37.474103,127.0503847
서울특별시 강남구 역삼동 831-23번지,1388.0,644.0,46.4,2058.98,135.1,7,0,0,18.75,4,1,0,0,0,0.0,2058.98,11,37.494376,127.0298572
서울특별시 강남구 역삼동 831-24번지,473.0,283.52,59.94,4018.07,649.42,7,0,0,34.45,11,3,1,0,0,0.0,4018.07,17,37.4948619,127.0303579
서울특별시 강남구 역삼동 831-25번지,0.0,248.16,0.0,1225.95,0.0,7,0,0,0.0,5,1,0,0,0,0.0,1225.95,38,37.4949184,127.0305405
서울특별시 강남구 역삼동 838-9번지,334.6,200.5,59.92,2651.92,644.9,7,0,0,41.55,11,2,1,0,0,0.0,2651.92,28,37.490231,127.03299
서울특별시 강남구 역삼동 838-10번지,299.6,176.24,58.83,3266.72,799.37,7,25,0,67.15,16,4,0,1,0,0.0,3266.72,6,37.4901856,127.0328414
서울특별시 강남구 역삼동 838-11번지,501.9,300.74,59.92,4485.93,761.03,6,0,0,50.45,13,2,1,0,0,0.0,4485.93,19,37.49012829999999,127.0326539
서울특별시 강남구 역삼동 839번지,326.4,192.94,59.11,1151.41,292.63,7,0,0,16.95,5,1,1,0,0,0.0,1151.41,21,37.4905582,127.0333673
서울특별시 강남구 역삼동 839-1번지,261.5,155.87,59.61,954.11,289.53,7,0,0,15.5,5,1,1,0,0,0.0,954.11,23,37.4906113,127.0335366
서울특별시 강남구 역삼동 839-2번지,267.2,124.46,46.58,758.26,247.25,7,0,7,18.0,6,1,1,0,0,0.0,758.26,14,37.4906571,127.0336896
서울특별시 강남구 역삼동 839-3번지,271.5,135.3,49.83,730.2,199.06,7,0,0,13.9,4,1,0,0,0,0.0,730.2,35,37.4907037,127.0338455
서울특별시 강남구 역삼동 839-4번지,391.8,193.92,49.49,969.6,197.98,7,0,1,13.8,4,1,0,0,0,0.0,969.6,37,37.4907629,127.0340366
서울특별시 강남구 역삼동 839-5번지,340.3,168.68,49.57,862.33,241.15,7,7,0,18.54,6,1,1,0,0,0.0,862.33,11,37.490827,127.0342481
서울특별시 강남구 청담동 68-19번지,865.2,509.34,58.87,9581.91,779.12,7,0,0,0.0,15,3,0,0,0,0.0,9550.04,33,37.5221874,127.055306
서울특별시 강남구 청담동 68-22번지,794.4,429.12,54.02,8962.12,943.79,6,0,0,86.72,20,3,2,1,0,0.0,8962.12,15,37.5236944,127.0530051
서울특별시 강남구 청담동 69번지,231.7,129.52,55.9,523.48,166.28,7,7,0,10.98,3,1,0,0,0,0.0,523.48,34,37.5222297,127.0536112
서울특별시 강남구 청담동 69-1번지,243.8,145.35,59.62,629.75,198.69,7,8,0,14.32,5,1,1,0,0,0.0,629.75,12,37.5222914,127.0537986
서울특별시 강남구 청담동 90-3번지,311.1,170.3,54.74,988.53,248.63,5,0,1,18.71,6,1,1,0,0,0.0,988.53,21,37.52567760000001,127.0431344
서울특별시 강남구 청담동 90-4번지,303.3,151.22,49.86,316.9,88.65,2,0,0,7.66,2,1,0,0,0,0.0,316.9,36,37.5255161,127.0430764
서울특별시 강남구 청담동 90-8번지,518.4,300.63,57.99,2107.44,249.97,7,0,0,17.88,5,2,1,0,0,0.0,2107.44,21,37.5254074,127.042612
서울특별시 강남구 청담동 90-10번지,1637.3,840.95,51.36,6840.24,268.17,7,16,0,26.11,7,2,1,0,0,0.0,6840.24,23,37.525357,127.0428476
서울특별시 강남구 청담동 90-13번지,979.6,587.24,59.95,3411.88,199.94,7,28,0,23.6,7,2,1,0,0,0.0,3411.88,5,37.5251951,127.042541
서울특별시 강남구 청담동 90-16번지,0.0,225.12,0.0,467.27,0.0,2,0,1,0.0,2,1,0,0,0,0.0,467.27,40,37.5249447,127.0424497
서울특별시 강남구 청담동 90-17번지,535.1,251.1,46.93,1479.77,203.59,7,5,0,18.0,6,1,1,0,0,0.0,1479.77,22,37.5248447,127.042769
서울특별시 강남구 청담동 90-19번지,930.7,556.51,59.79,3238.56,203.88,7,0,0,21.34,5,2,1,0,0,0.0,3238.56,19,37.5246691,127.0427083
서울특별시 강남구 청담동 90-20번지,600.3,355.13,59.16,2151.27,198.28,7,0,0,21.1,5,2,1,0,0,0.0,2151.27,20,37.52474730000001,127.0423846
서울특별시 강남구 개포동 1229-5번지,395.1,232.41,58.82,1942.54,342.68,7,0,0,23.3,6,2,1,0,0,0.0,1942.54,29,37.4772559,127.0454768
서울특별시 강남구 개포동 1229-6번지,367.3,216.33,58.9,2100.41,359.33,7,20,0,35.8,8,3,1,0,0,0.0,2100.41,6,37.4771247,127.0456141
서울특별시 강남구 개포동 1229-7번지,363.2,140.07,38.57,178.43,45.91,2,0,0,6.5,2,1,0,0,0,0.0,178.43,36,37.4769943,127.045769
서울특별시 강남구 개포동 1229-8번지,366.2,175.32,47.88,1627.92,341.57,7,0,0,28.9,8,2,1,0,0,0.0,1627.92,8,37.4768465,127.0459226
서울특별시 강남구 개포동 1229-9번지,363.7,180.92,49.74,1441.64,267.06,7,0,1,22.95,6,2,1,0,0,0.0,1441.64,32,37.4766972,127.0460672
서울특별시 강남구 개포동 1229-10번지,366.3,215.44,58.82,1723.2,359.96,7,0,0,23.1,7,2,1,0,0,0.0,1723.2,8,37.4765635,127.046194
서울특별시 강남구 개포동 1247-2번지,252.0,125.5,49.8,704.1,222.21,7,0,1,17.9,5,1,1,0,0,0.0,704.1,32,37.4792977,127.0465825
서울특별시 강남구 개포동 1247-3번지,252.1,147.94,58.68,537.9,213.37,7,7,0,13.1,5,0,0,0,0,0.0,537.9,23,37.4791463,127.0465505
서울특별시 강남구 개포동 1247-4번지,0.0,145.74,0.0,808.33,0.0,7,0,1,0.0,5,1,0,0,0,0.0,808.33,35,37.4789825,127.0465176
서울특별시 강남구 개포동 1247-5번지,330.0,193.5,58.64,411.62,112.27,5,0,0,7.9,2,1,0,0,0,0.0,411.62,37,37.4788179,127.0465455
서울특별시 강남구 개포동 1249번지,184.6,92.16,49.92,460.8,199.69,2,0,1,13.8,4,1,0,0,0,0.0,460.8,36,37.479674,127.0469559
서울특별시 강남구 개포동 1249-1번지,216.7,129.95,59.97,390.35,180.13,7,8,0,14.95,5,0,1,0,0,0.0,390.35,11,37.4795465,127.0469264
서울특별시 강남구 개포동 1249-2번지,216.7,129.8,59.9,493.24,227.61,7,0,7,11.5,4,0,0,0,0,0.0,493.24,24,37.47940880000001,127.0468973
서울특별시 강남구 개포동 157번지,259.3,153.59,59.23,997.97,311.74,7,0,5,18.15,6,1,1,0,0,0.0,997.97,22,37.4831181,127.0624589
서울특별시 강남구 개포동 157-1번지,2221.5,1145.32,51.56,9312.99,160.6,7,0,0,23.19,4,3,0,0,0,0.0,9312.99,33,37.4833656,127.0629189
서울특별시 강남구 개포동 157-9번지,291.0,173.3,59.55,1440.05,358.77,7,8,0,25.17,7,2,1,0,0,0.0,1440.05,14,37.4830339,127.0625823
서울특별시 강남구 개포동 158번지,271.4,153.68,56.62,1367.63,359.68,7,0,0,33.2,8,2,1,0,0,0.0,1367.63,13,37.4823209,127.0613457
서울특별시 강남구 개포동 158-1번지,0.0,168.16,0.0,830.74,0.0,7,0,0,0.0,4,1,0,0,0,0.0,830.74,38,37.4824486,127.0615235
서울특별시 강남구 개포동 158-2번지,0.0,119.44,0.0,597.2,0.0,7,0,1,0.0,4,1,0,0,0,0.0,597.2,37,37.4825696,127.0616917
서울특별시 강남구 개포동 158-3번지,239.0,116.34,48.68,633.21,194.71,7,0,0,0.0,4,1,0,0,0,0.0,633.21,38,37.4826693,127.0618301
서울특별시 강남구 개포동 158-4번지,0.0,119.04,0.0,611.52,0.0,7,0,1,0.0,4,1,0,0,0,0.0,611.52,37,37.4827689,127.0619685
서울특별시 강남구 개포동 158-5번지,0.0,107.26,0.0,523.68,0.0,7,0,1,0.0,4,1,0,0,0,0.0,523.68,38,37.4828686,127.062107
서울특별시 강남구 개포동 158-6번지,0.0,121.16,0.0,550.1,0.0,7,0,1,0.0,4,1,0,0,0,0.0,550.1,38,37.4829713,127.0622526
서울특별시 강남구 개포동 652번지,0.0,891.84,0.0,13770.72,0.0,7,90,0,0.0,15,1,0,0,2,1287.61,13770.72,41,37.4839728,127.0560141
서울특별시 강남구 개포동 653번지,0.0,562.5,0.0,7875.0,0.0,7,52,0,0.0,13,1,0,0,0,0.0,7875.0,41,37.4826691,127.0544261
서울특별시 강남구 개포동 1217번지,279.4,138.74,49.66,876.99,248.28,7,0,0,0.0,5,1,0,0,0,0.0,876.99,35,37.4786464,127.0477167
서울특별시 강남구 개포동 1217-1번지,410.3,191.76,46.74,1199.73,224.36,7,0,0,18.85,6,1,0,0,0,0.0,1199.73,36,37.4786777,127.0479224
서울특별시 강남구 개포동 1217-2번지,350.0,155.92,44.55,1135.45,251.56,7,2,0,22.33,6,1,0,0,0,0.0,1135.45,35,37.4787014,127.0481467
서울특별시 강남구 개포동 1217-3번지,0.0,174.6,0.0,1015.36,0.0,7,0,1,0.0,5,1,0,0,0,0.0,1015.36,37,37.4787231,127.0483533
서울특별시 강남구 개포동 1217-4번지,700.0,412.66,58.95,2616.6,292.76,7,0,0,23.05,6,1,1,0,0,0.0,2616.6,17,37.4787449,127.0485598
서울특별시 강남구 개포동 1217-6번지,355.3,167.36,47.1,1198.6,268.71,7,0,0,22.7,6,1,0,0,0,0.0,1198.6,34,37.4787899,127.0489741
서울특별시 강남구 개포동 1218번지,407.5,187.1,45.91,1267.96,265.47,7,1,1,18.4,6,1,1,0,0,0.0,1267.96,31,37.4784585,127.048079
서울특별시 강남구 개포동 1218-1번지,335.4,162.24,48.37,1014.34,237.57,7,0,4,17.72,5,1,0,0,0,0.0,1014.34,34,37.4783096,127.0482437
서울특별시 강남구 개포동 1218-2번지,239.7,118.65,49.5,580.95,192.87,7,0,1,14.5,5,1,0,0,0,0.0,580.95,37,37.4781923,127.0483652
서울특별시 강남구 개포동 1218-3번지,538.3,258.96,48.11,1989.13,237.68,7,0,0,0.0,5,2,0,0,0,0.0,1989.13,34,37.4780892,127.048472
서울특별시 강남구 개포동 1218-4번지,0.0,131.76,0.0,699.16,0.0,7,0,1,0.0,5,1,0,0,0,0.0,699.16,37,37.47798119999999,127.048584
서울특별시 강남구 개포동 1218-5번지,0.0,130.95,0.0,721.99,0.0,7,0,1,0.0,5,1,0,0,0,0.0,721.99,36,37.4778731,127.048696
서울특별시 강남구 개포동 1218-6번지,280.4,210.96,75.24,840.84,224.9,7,9,0,10.9,3,1,0,0,0,0.0,840.84,37,37.4777649,127.048808
서울특별시 강남구 개포동 176-1번지,1611.9,512.5,31.79,4432.98,202.65,7,18,0,35.5,11,1,1,0,0,0.0,4432.98,22,37.4872981,127.0602676
서울특별시 강남구 개포동 176-2번지,2775.6,892.0631,32.14,10028.2507,199.99,7,78,0,45.2,12,2,0,2,0,0.0,10028.2507,1,37.4873309,127.0606563
서울특별시 강남구 개포동 177번지,0.0,171.6,0.0,514.8,0.0,7,0,0,0.0,2,1,0,0,0,0.0,514.8,39,37.4878919,127.0609561
서울특별시 강남구 개포동 177번지,0.0,571.62,0.0,5716.2,0.0,7,54,0,0.0,9,1,0,0,0,0.0,5716.2,39,37.4878919,127.0609561
서울특별시 강남구 개포동 177번지,0.0,570.04,0.0,5700.4,0.0,7,36,0,0.0,9,1,0,0,0,0.0,5700.4,39,37.4878919,127.0609561
서울특별시 강남구 개포동 177번지,0.0,697.9,0.0,6975.3,0.0,7,36,0,0.0,9,1,0,0,0,0.0,6975.3,39,37.4878919,127.0609561
서울특별시 강남구 개포동 177번지,0.0,697.9,0.0,6975.3,0.0,7,36,0,0.0,9,1,0,0,0,0.0,6975.3,39,37.4878919,127.0609561
