대지위치,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률(%),구조,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),노후화,위도,경도
서울특별시 강남구 논현동 263-20번지,199.6,110.73,55.48,427.07,160.06,7,0,8,11.2,3,1,0,0,0,0.0,427.07,34,37.5113863,127.0385414
서울특별시 강남구 논현동 217-16번지,167.2,98.9,59.15,477.92,220.59,7,0,5,15.28,5,1,0,0,0,0.0,477.92,23,37.5124465,127.0330568
서울특별시 강남구 논현동 217-18번지,0.0,67.04,0.0,149.09,0.0,2,0,0,0.0,1,1,0,0,0,0.0,149.09,47,37.51249809999999,127.0332313
서울특별시 강남구 논현동 217-19번지,172.0,94.89,55.17,342.14,149.59,7,0,8,10.2,3,1,0,0,0,0.0,342.14,28,37.5123825,127.0332851
서울특별시 강남구 논현동 217-20번지,169.9,101.92,59.99,398.82,161.52,7,0,8,10.3,3,1,0,0,0,0.0,398.82,28,37.5122664,127.0333407
서울특별시 강남구 논현동 217-21번지,178.8,105.96,59.2617,456.49,192.2371,7,0,0,19.2,5,1,0,0,0,0.0,456.49,2,37.5121494,127.033397
서울특별시 강남구 논현동 217-22번지,205.7,123.12,59.85,359.2,174.62,7,0,5,10.4,4,0,0,0,0,0.0,359.2,23,37.5121937,127.0335328
서울특별시 강남구 논현동 217-23번지,285.9,153.12,53.56,539.04,139.94,7,0,11,11.0,3,1,0,0,0,0.0,539.04,29,37.5164561,127.0318878
서울특별시 강남구 논현동 217-24번지,169.2,81.9,48.4,245.7,96.81,2,0,1,7.9,2,1,0,0,0,0.0,245.7,35,37.5124192,127.0334236
서울특별시 강남구 논현동 230-2번지,415.6,249.18,59.96,1235.29,234.26,7,8,0,14.4,4,1,1,0,0,0.0,1235.29,23,37.5099434,127.0357023
서울특별시 강남구 논현동 230-3번지,161.9,95.56,59.024088,329.63,155.53428,2,0,9,1.03,3,1,0,0,0,0.0,329.63,30,37.5098632,127.0358465
서울특별시 강남구 논현동 230-4번지,166.9,99.69,59.73,358.46,165.12,2,0,9,0.08,3,1,0,0,0,0.0,358.46,30,37.509784,127.0357303
서울특별시 강남구 논현동 230-5번지,299.2,164.86,55.1,579.78,143.88,7,0,10,10.3,3,1,0,0,0,0.0,579.78,28,37.509719,127.0355355
서울특별시 강남구 논현동 230-6번지,467.1,259.6,55.58,1626.01,248.78,7,0,0,15.71,5,2,1,0,0,0.0,1626.01,21,37.5096232,127.0353594
서울특별시 강남구 논현동 222-13번지,309.3,184.91,59.78,1161.37,299.99,7,0,12,15.5,6,1,0,0,0,0.0,1161.37,25,37.51046669999999,127.0336893
서울특별시 강남구 논현동 222-14번지,226.6,132.0,58.25,442.75,195.39,7,0,0,13.8,4,0,0,0,0,0.0,442.75,26,37.5103169,127.0337526
서울특별시 강남구 논현동 222-15번지,222.7,133.33,59.87,601.38,199.69,7,0,0,20.85,5,1,1,0,0,0.0,601.38,2,37.5102675,127.033588
서울특별시 강남구 논현동 222-16번지,380.3,145.3,38.21,322.92,55.62,2,0,1,7.95,2,1,0,0,0,0.0,322.92,39,37.5101081,127.0336671
서울특별시 강남구 논현동 222-18번지,1765.3,262.29,0.0,2530.96,87.12,7,6,0,17.4,6,1,0,0,0,0.0,2530.96,29,37.5102528,127.0341522
서울특별시 강남구 논현동 222-18번지,0.0,262.2,0.0,1540.08,0.0,7,6,0,17.4,6,0,0,0,0,0.0,1540.08,29,37.5102528,127.0341522
서울특별시 강남구 논현동 222-30번지,357.6,206.37,57.71,839.61,177.39,7,18,0,20.61,5,1,1,0,0,0.0,839.61,4,37.5101553,127.0338308
서울특별시 강남구 논현동 223번지,241.2,130.87,54.26,567.13,235.13,7,0,3,15.5,5,0,1,0,0,0.0,567.13,20,37.5111713,127.0339777
서울특별시 강남구 논현동 238-5번지,1927.5,346.29,17.97,3284.59,134.32,7,0,0,40.7,9,2,0,0,0,0.0,3284.59,6,37.5150307,127.0359349
서울특별시 강남구 논현동 238-5번지,1927.5,163.27,8.47,489.81,25.41,7,0,0,0.0,7,0,0,0,0,0.0,489.91,6,37.5150307,127.0359349
서울특별시 강남구 논현동 238-5번지,1927.5,433.6,22.49,5562.3,173.28715,7,0,0,30.2,9,2,0,0,0,0.0,5562.3,40,37.5150307,127.0359349
서울특별시 강남구 논현동 238-8번지,171.6,102.69,59.84,429.67,181.36,7,0,0,13.3,4,1,0,0,0,0.0,429.67,34,37.5150312,127.0363612
서울특별시 강남구 논현동 238-10번지,459.1,227.34,49.52,1266.59,215.01,7,0,0,18.3,5,1,1,0,0,0.0,1266.59,37,37.5154437,127.0364373
서울특별시 강남구 논현동 177-15번지,561.2,248.5,44.28,986.8,131.88,2,8,0,11.11,3,1,0,0,0,0.0,986.8,35,37.5088602,127.0303937
서울특별시 강남구 논현동 177-16번지,294.3,176.54,59.99,659.8,166.99,7,0,0,10.0,3,1,0,0,0,0.0,659.8,30,37.5087306,127.0301897
서울특별시 강남구 논현동 177-18번지,180.9,108.43,59.939192,458.88,198.26423,5,0,0,13.96,4,1,1,0,0,0.0,458.88,32,37.5089483,127.0308162
서울특별시 강남구 논현동 189-15번지,243.7,146.14,59.97,741.82,223.75,7,0,9,11.25,4,1,0,0,0,0.0,741.82,21,37.5079782,127.0305105
서울특별시 강남구 논현동 189-16번지,167.3,96.09,57.44,432.1,201.62,7,9,0,12.8,4,1,0,0,0,0.0,432.1,23,37.5078816,127.030443
서울특별시 강남구 논현동 189-17번지,221.4,132.17,59.7,505.96,228.53,7,14,0,14.8,5,0,0,0,0,0.0,505.96,14,37.5078198,127.0303453
서울특별시 강남구 논현동 189-18번지,236.6,132.24,55.89,528.68,160.31,7,0,7,10.3,3,1,0,0,0,0.0,528.68,23,37.5077499,127.0301674
서울특별시 강남구 논현동 189-19번지,309.2,184.59,59.7,754.72,199.88,7,10,0,13.6,5,0,1,0,0,0.0,754.72,17,37.5075961,127.0301155
서울특별시 강남구 논현동 189-20번지,211.7,83.36,39.38,247.08,77.81,2,6,0,7.85,2,1,0,0,0,0.0,247.08,36,37.5074797,127.030007
서울특별시 강남구 논현동 189-21번지,188.4,112.62,59.78,372.66,197.8,7,12,0,18.05,5,0,1,0,0,0.0,372.66,8,37.5073711,127.0299162
서울특별시 강남구 논현동 189-22번지,214.2,128.52,60.0,428.07,199.85,7,12,0,14.3,5,0,0,0,0,0.0,428.07,6,37.5077104,127.0302744
서울특별시 강남구 논현동 190번지,0.0,82.47,0.0,329.67,0.0,2,4,0,0.0,3,1,0,0,0,0.0,329.67,39,37.5082684,127.0307478
서울특별시 강남구 논현동 190-1번지,330.4,188.35,57.01,648.02,196.13,7,19,0,17.2,6,0,1,0,0,0.0,648.02,7,37.5084119,127.0311147
서울특별시 강남구 논현동 153-5번지,243.6,130.64,53.63,533.4,149.8,7,16,0,12.47,4,1,0,0,0,0.0,533.4,15,37.5100612,127.0302543
서울특별시 강남구 논현동 153-6번지,245.2,146.72,59.84,494.25,148.13,7,10,0,11.7,4,1,0,0,0,0.0,494.25,23,37.5099613,127.03043
서울특별시 강남구 논현동 153-7번지,262.2,154.9,59.08,659.97,181.24,7,0,14,12.2,4,1,0,0,0,0.0,659.97,26,37.5098569,127.0306119
서울특별시 강남구 논현동 153-8번지,256.8,100.21,39.02,409.13,76.56,2,0,11,7.95,2,1,0,0,0,0.0,409.13,33,37.5097649,127.030528
서울특별시 강남구 논현동 153-9번지,245.2,146.85,59.89,447.41,149.54,7,0,6,11.7,4,1,1,0,0,0.0,447.41,2,37.5098673,127.0303464
서울특별시 강남구 논현동 153-10번지,0.0,85.42,0.0,237.32,0.0,2,0,0,0.0,2,1,0,0,0,0.0,237.32,46,37.5099681,127.0301728
서울특별시 강남구 논현동 154번지,241.6,140.81,58.28,512.05,149.81,7,10,0,16.475,4,1,1,0,0,0.0,512.05,8,37.5103228,127.029596
서울특별시 강남구 논현동 154-1번지,271.7,144.38,53.1395,601.16,149.9006,7,24,0,13.85,4,1,0,0,0,0.0,601.16,12,37.5107265,127.0299714
서울특별시 강남구 논현동 154-2번지,321.0,183.5,57.17,715.12,149.7,7,14,0,12.485,4,1,1,0,0,0.0,715.12,7,37.5107991,127.0301153
서울특별시 강남구 논현동 154-3번지,371.4,183.45,49.39,624.05,97.68,2,0,10,13.8,2,1,0,0,0,0.0,624.05,23,37.51089,127.0301964
서울특별시 강남구 논현동 154-4번지,200.2,109.19,54.54,407.89,149.83,7,0,1,13.78,3,1,0,0,0,0.0,407.89,19,37.5110499,127.0302228
서울특별시 강남구 논현동 154-5번지,182.7,109.6,59.99,390.6,149.68,7,0,0,15.6,4,1,1,0,0,0.0,390.6,3,37.510888,127.0305138
서울특별시 강남구 논현동 154-6번지,260.65,126.18,48.41,339.6,80.83,2,0,0,7.45,2,1,0,0,0,0.0,304.59,42,37.5108251,127.030621
서울특별시 강남구 논현동 111-22번지,0.0,149.72,0.0,579.78,0.0,7,0,0,0.0,3,1,0,0,0,0.0,579.78,49,37.5186883,127.0404969
서울특별시 강남구 논현동 111-24번지,495.0,296.3,59.86,1911.47,316.51,7,0,0,19.8,6,1,0,0,0,0.0,1911.47,28,37.5185073,127.0403904
서울특별시 강남구 논현동 111-26번지,245.4,122.46,49.9,733.57,249.86,7,0,0,22.05,6,1,1,0,0,0.0,733.57,33,37.5183995,127.0406021
서울특별시 강남구 논현동 111-27번지,285.3,127.92,44.84,727.35,204.09,7,0,0,16.5,5,1,1,0,0,0.0,727.35,42,37.5182165,127.0406688
서울특별시 강남구 논현동 111-28번지,246.0,121.94,49.57,693.96,218.91,7,0,0,15.5,5,1,0,0,0,0.0,693.96,35,37.5181788,127.0405099
서울특별시 강남구 논현동 111-29번지,407.6,192.0,47.11,1180.91,211.66,7,0,0,16.3,5,1,0,0,0,0.0,1180.91,40,37.5179838,127.0405799
서울특별시 강남구 논현동 111-30번지,0.0,118.45,0.0,584.89,0.0,7,0,1,0.0,4,1,0,0,0,0.0,584.89,45,37.51807,127.0407227
서울특별시 강남구 논현동 129-4번지,453.7,222.25,48.99,1341.35,221.6,7,0,0,17.0,5,1,1,0,0,0.0,1341.35,32,37.5133582,127.0302716
서울특별시 강남구 논현동 129-5번지,0.0,106.0,0.0,547.0,0.0,7,0,0,0.0,4,1,0,0,0,0.0,547.0,42,37.5131908,127.0302712
서울특별시 강남구 논현동 129-6번지,0.0,88.83,0.0,248.73,0.0,2,0,0,0.0,2,1,0,0,0,0.0,248.73,47,37.5132314,127.030407
서울특별시 강남구 논현동 129-8번지,370.8,155.36,41.9,793.72,160.8,7,0,0,0.0,4,1,1,0,0,0.0,793.72,41,37.513393,127.0307222
서울특별시 강남구 논현동 130번지,231.1,114.84,49.69,702.97,239.13,7,0,0,17.14,5,1,1,0,0,0.0,702.97,31,37.5129595,127.0303986
서울특별시 강남구 논현동 130-1번지,230.2,114.56,49.77,576.59,180.06,7,0,0,12.25,4,1,0,0,0,0.0,576.59,17,37.5128338,127.0304581
서울특별시 강남구 논현동 80-22번지,306.2,150.96,49.3,603.84,147.9,7,0,1,10.65,3,1,0,0,0,0.0,603.84,39,37.5161643,127.030232
서울특별시 강남구 논현동 80-23번지,307.2,150.54,49.0,648.38,151.57,7,0,0,12.3,4,1,0,0,0,0.0,648.38,37,37.5164561,127.0318878
서울특별시 강남구 논현동 80-25번지,332.8,143.08,42.99,715.4,171.97,7,0,0,14.4,4,1,0,0,0,0.0,715.4,40,37.5159093,127.0301432
서울특별시 강남구 논현동 80-28번지,165.4,82.6,49.94,435.52,198.45,7,0,0,12.7,4,1,0,0,0,0.0,435.52,34,37.5165903,127.0305518
서울특별시 강남구 논현동 80-29번지,165.4,87.57,52.94,329.78,153.57,7,0,3,0.0,3,1,0,0,0,0.0,329.78,32,37.5165515,127.0304215
서울특별시 강남구 논현동 80-30번지,267.7,129.49,48.37,316.46,79.42,2,0,0,6.8,2,1,0,0,0,0.0,316.46,45,37.5169411,127.030342
서울특별시 강남구 논현동 80-31번지,324.8,196.2,60.41,585.88,180.38,7,0,0,15.6,4,0,0,0,0,0.0,585.88,25,37.51676399999999,127.0304228
서울특별시 강남구 논현동 80-32번지,324.8,196.2,60.41,646.24,198.97,7,0,0,15.4,5,0,0,0,0,0.0,646.24,25,37.5167187,127.0302708
서울특별시 강남구 논현동 81번지,0.0,355.22,0.0,1851.5,0.0,7,0,0,0.0,4,1,0,0,0,0.0,1851.5,40,37.5156877,127.0302236
서울특별시 강남구 논현동 81-2번지,405.1,200.64,49.53,646.8,148.59,7,0,0,11.7,3,1,0,0,0,0.0,646.8,36,37.515798,127.0305802
서울특별시 강남구 논현동 81-3번지,697.6,340.85,48.86,1387.31,154.46,7,0,0,15.65,4,1,0,0,0,0.0,1387.31,36,37.5158831,127.0308537
서울특별시 강남구 논현동 81-4번지,0.0,139.17,0.0,304.46,0.0,2,0,1,0.0,2,1,0,0,0,0.0,304.46,43,37.515961,127.0310993
서울특별시 강남구 논현동 81-5번지,420.4,209.53,49.84,1359.96,246.69,7,0,0,15.3,5,1,1,0,0,0.0,1359.96,17,37.51606160000001,127.0314176
서울특별시 강남구 논현동 81-6번지,402.3,237.19,58.96,750.99,186.67,7,0,14,12.18,4,0,0,0,0,0.0,750.99,25,37.5158671,127.0315504
서울특별시 강남구 논현동 272-23번지,278.7,166.76,59.83,648.36,173.93,7,0,8,9.3,3,1,0,0,0,0.0,648.36,30,37.51074029999999,127.0401266
서울특별시 강남구 논현동 272-24번지,242.2,135.44,55.92,517.82,159.22,7,0,8,9.95,3,1,0,0,0,0.0,517.82,30,37.5107055,127.0399794
서울특별시 강남구 논현동 272-25번지,506.7,287.99,56.84,1275.96,183.26,7,8,0,13.43,4,1,0,0,0,0.0,1275.96,27,37.5106299,127.0397327
서울특별시 강남구 논현동 272-26번지,525.7,315.34,59.98,1822.55,196.13,7,0,13,19.42,5,2,1,0,0,0.0,1822.55,8,37.5104592,127.0398025
서울특별시 강남구 논현동 272-27번지,0.0,144.53,0.0,337.32,0.0,2,0,1,0.0,2,1,0,0,0,0.0,337.32,47,37.5105276,127.0400508
서울특별시 강남구 논현동 272-29번지,262.2,149.43,56.99,657.41,210.38,7,4,0,12.2,4,1,0,0,0,0.0,657.41,28,37.5103547,127.0402609
서울특별시 강남구 논현동 50-8번지,277.55,166.32,59.92,648.12,233.51,7,0,2,12.55,4,0,0,0,0,0.0,648.12,25,37.5120958,127.0216895
서울특별시 강남구 논현동 50-10번지,269.2,152.72,56.73,846.8,242.22,7,0,0,14.1,5,1,0,0,0,0.0,846.8,24,37.511823,127.0218216
서울특별시 강남구 논현동 51번지,319.4,191.09,59.83,937.98,293.67,7,0,0,18.2,6,0,1,0,0,0.0,937.98,23,37.512185,127.0219494
서울특별시 강남구 논현동 51-1번지,343.0,196.57,57.31,993.67,216.19,7,0,0,17.8,5,1,1,0,0,0.0,993.67,23,37.5120766,127.0219977
서울특별시 강남구 논현동 51-2번지,341.8,169.38,49.56,814.14,189.25,7,0,1,16.37,5,1,0,0,0,0.0,814.14,35,37.5119656,127.0220505
서울특별시 강남구 논현동 51-3번지,1181.5,590.385,49.97,5648.735,249.72,7,0,0,27.81,6,3,1,0,1,2.185,5648.735,15,37.5118511,127.0221061
서울특별시 강남구 논현동 51-3번지,0.0,2.185,0.0,2.185,0.0,0,0,0,2.52,1,0,1,0,0,0.0,2.185,15,37.5118511,127.0221061
서울특별시 강남구 논현동 242-50번지,248.4,148.46,59.77,589.64,179.3,7,0,0,10.3,3,1,0,0,0,0.0,589.64,41,37.5150789,127.0415061
서울특별시 강남구 논현동 242-51번지,503.7,301.94,59.94,5966.04,877.17,7,0,0,56.98,16,4,1,1,0,0.0,5966.04,0,37.5151385,127.0417319
서울특별시 강남구 논현동 242-52번지,722.4,433.222,59.97,7447.0235,898.59,7,0,0,70.59,20,2,0,2,0,0.0,7447.0235,1,37.5152919,127.0416757
서울특별시 강남구 논현동 242-53번지,0.0,295.67,0.0,1635.31,0.0,7,0,0,0.0,4,1,0,0,0,0.0,1635.31,49,37.5154434,127.0416211
서울특별시 강남구 논현동 242-54번지,414.2,242.95,58.66,1884.58,398.35,7,0,0,22.95,7,1,1,0,0,0.0,1884.58,43,37.51558440000001,127.0415687
서울특별시 강남구 논현동 243-3번지,420.3,213.0,50.68,851.24,147.57,7,0,0,14.9,3,1,1,0,0,0.0,851.24,9,37.5157172,127.0395114
서울특별시 강남구 논현동 243-4번지,238.9,131.13,54.89,465.37,149.1,7,0,0,17.5,4,1,1,0,0,0.0,465.37,7,37.5157839,127.0396554
서울특별시 강남구 논현동 243-5번지,237.3,121.4,51.16,467.06,139.16,7,0,0,12.3,3,1,1,0,0,0.0,467.06,12,37.51582459999999,127.039781
서울특별시 강남구 논현동 243-6번지,331.9,198.71,59.87,929.47,149.6,7,7,0,17.53,4,2,1,0,0,0.0,929.47,11,37.5158732,127.0399317
서울특별시 강남구 논현동 243-7번지,318.5,188.26,59.11,446.48,98.73,7,0,1,7.2,2,1,0,0,0,0.0,446.48,51,37.5157154,127.0399537
서울특별시 강남구 논현동 243-8번지,504.2,286.45,56.81,1124.74,147.31,7,0,0,18.9,4,1,1,0,0,0.0,1124.74,6,37.5155744,127.0397781
서울특별시 강남구 논현동 243-11번지,327.2,176.04,53.8,673.62,145.94,7,8,0,11.05,4,1,0,0,0,0.0,673.62,22,37.5155325,127.0396013
서울특별시 강남구 논현동 243-15번지,317.12,135.09,42.6,635.4,149.34,7,0,0,14.812,4,1,1,0,0,0.0,635.4,5,37.5155591,127.0400106
서울특별시 강남구 논현동 193-31번지,202.6,120.28,59.37,423.89,185.29,7,6,0,12.35,4,0,0,0,0,0.0,423.89,17,37.5076652,127.031827
서울특별시 강남구 논현동 193-32번지,209.7,121.19,57.79,688.39,249.5,7,0,1,14.74,5,1,0,0,0,0.0,688.39,22,37.507529,127.0318925
서울특별시 강남구 논현동 193-33번지,204.8,122.8,59.96,669.01,271.6,7,0,7,15.67,5,1,1,0,0,0.0,669.01,23,37.5075686,127.0320241
서울특별시 강남구 논현동 193-34번지,198.5,118.97,59.93,543.85,214.4,7,5,0,9.55,4,1,0,0,0,0.0,543.85,25,37.507705,127.0319609
서울특별시 강남구 논현동 193-35번지,196.2,117.49,59.88,448.94,174.29,7,0,7,9.2,3,1,0,0,0,0.0,448.94,28,37.5078379,127.0318966
서울특별시 강남구 논현동 193-36번지,206.5,123.5,59.81,606.25,236.92,7,10,0,12.9,4,1,0,0,0,0.0,606.25,23,37.5078995,127.0320981
서울특별시 강남구 논현동 215번지,1632.9,812.7,49.77,9517.96,268.08,6,0,0,40.1,7,4,4,0,0,0.0,9517.96,16,37.5132528,127.0314588
서울특별시 강남구 논현동 215-2번지,354.0,173.4,48.98,867.0,195.93,7,0,0,14.45,4,1,0,0,0,0.0,867.0,36,37.5133752,127.0318585
서울특별시 강남구 논현동 215-3번지,330.06,154.85,46.92,814.55,197.34,7,0,0,16.4,5,1,0,0,0,0.0,814.55,33,37.5132164,127.0318938
서울특별시 강남구 논현동 215-5번지,0.0,394.9,0.0,2100.37,0.0,7,0,0,0.0,4,1,0,0,0,0.0,2100.37,40,37.512953,127.031597
서울특별시 강남구 논현동 215-6번지,480.4,239.04,49.76,1820.47,249.16,7,0,0,20.1,6,2,1,0,0,0.0,1820.47,16,37.5130797,127.0319121
서울특별시 강남구 논현동 215-7번지,449.8,217.72,48.4,1688.73,247.09,7,0,0,19.23,6,2,1,0,0,0.0,1688.73,14,37.5129535,127.0319706
서울특별시 강남구 논현동 215-9번지,474.9,122.4,25.77,151.4,25.77,2,0,0,4.7,1,1,0,0,0,0.0,151.4,37,37.5127037,127.0316861
서울특별시 강남구 논현동 74-17번지,181.9,102.27,56.22,463.59,198.64,7,0,7,11.4,4,1,0,0,0,0.0,463.59,34,37.5175853,127.0301253
서울특별시 강남구 논현동 74-18번지,291.9,142.56,48.84,659.41,180.16,7,4,0,13.3,4,1,0,0,0,0.0,659.41,33,37.5176309,127.0302866
서울특별시 강남구 논현동 74-19번지,323.9,161.36,49.82,992.91,245.56,7,0,0,18.5,6,1,1,0,0,0.0,992.91,17,37.5174805,127.0304053
서울특별시 강남구 논현동 74-20번지,278.3,138.63,49.81,502.1,174.04,2,0,0,16.99,5,1,0,0,0,0.0,502.1,47,37.5174399,127.0302676
서울특별시 강남구 논현동 74-21번지,0.0,89.19,0.0,163.64,0.0,2,0,1,0.0,2,1,0,0,0,0.0,163.64,47,37.51740300000001,127.0301414
서울특별시 강남구 논현동 74-22번지,431.3,179.42,41.6,883.81,142.8,7,0,0,14.02,4,1,0,0,0,0.0,883.81,35,37.51735439999999,127.029981
서울특별시 강남구 논현동 90-2번지,1487.8,745.1,50.08,7558.96,298.36,7,0,0,31.95,8,3,2,0,1,3.0,7558.96,34,37.5158455,127.0350103
서울특별시 강남구 논현동 90-4번지,654.7,271.92,41.53,1316.65,145.84,7,0,0,16.15,4,1,0,0,0,0.0,1316.65,32,37.515789,127.0346352
서울특별시 강남구 논현동 90-6번지,473.5,271.88,57.42,3188.19,472.71,7,0,0,30.6,9,3,1,0,0,0.0,3188.19,32,37.5155965,127.0350162
서울특별시 강남구 논현동 90-7번지,1344.7,634.87,47.21,5165.64,248.33,7,0,0,25.0,6,2,1,0,0,0.0,5165.64,38,37.5155265,127.0346714
서울특별시 강남구 논현동 90-8번지,159.9,72.06,45.07,68.76,43.0,5,0,0,25.53,6,2,0,0,0,0.0,68.76,14,37.5162553,127.0348577
서울특별시 강남구 논현동 91번지,824.5,463.28,56.19,3102.21,285.92,5,0,0,30.4,6,1,2,0,0,0.0,3102.21,20,37.5212903,127.0343136
서울특별시 강남구 논현동 91-3번지,1311.5,693.92,52.91,6201.01,414.96,7,0,0,36.95,9,1,2,0,0,0.0,6201.01,36,37.5213863,127.0349225
서울특별시 강남구 논현동 268-3번지,0.0,203.6,0.0,876.86,0.0,7,0,0,0.0,3,1,0,0,0,0.0,876.86,49,37.5122077,127.0428913
서울특별시 강남구 논현동 38-5번지,790.7,287.88,36.41,322.54,35.69,2,0,1,5.1,1,1,0,0,1,43.2,322.54,38,37.51441560000001,127.0283033
서울특별시 강남구 논현동 38-6번지,265.1,142.78,53.86,761.2,244.66,7,0,5,16.5,5,1,1,0,0,0.0,761.2,23,37.5142052,127.0283177
서울특별시 강남구 논현동 38-7번지,450.5,270.02,59.94,1303.97,198.04,7,0,0,15.74,4,2,1,0,0,0.0,1303.97,20,37.5143324,127.0286189
서울특별시 강남구 논현동 38-8번지,580.9,341.85,58.85,2611.75,246.66,7,0,0,16.58,5,3,1,0,0,0.0,2611.75,19,37.5143573,127.0288501
서울특별시 강남구 논현동 38-11번지,938.8,510.52,54.38,2355.2,188.84,7,8,0,12.6,4,1,0,0,0,0.0,2355.2,28,37.5145794,127.0285691
서울특별시 강남구 논현동 38-13번지,494.3,288.93,58.45,956.25,193.46,7,18,0,18.8,6,0,1,0,0,0.0,956.25,7,37.5147717,127.0284581
서울특별시 강남구 논현동 38-14번지,640.3,160.97,25.14,372.47,45.94,2,0,1,7.95,2,1,0,0,0,0.0,372.47,35,37.5149742,127.0283947
서울특별시 강남구 논현동 38-15번지,0.0,216.8,0.0,1095.7,0.0,7,4,0,0.0,4,1,0,0,0,0.0,1095.7,33,37.5151331,127.0282869
서울특별시 강남구 논현동 38-17번지,244.7,146.73,59.96,659.97,198.87,7,0,0,18.4,5,1,1,0,0,0.0,659.97,3,37.5142512,127.0284721
서울특별시 강남구 논현동 38-18번지,281.1,162.55,57.83,721.14,198.41,7,0,0,13.75,4,1,1,0,0,0.0,721.14,16,37.5148446,127.0286023
서울특별시 강남구 논현동 39번지,339.7,175.2,51.57,656.98,193.4,7,8,0,14.1,5,0,0,0,0,0.0,656.98,22,37.51478230000001,127.0271466
서울특별시 강남구 논현동 234-23번지,176.2,104.03,59.04,401.7,173.03,7,0,4,10.2,3,1,0,0,0,0.0,401.7,28,37.507973,127.0344792
서울특별시 강남구 논현동 234-24번지,193.4,114.27,59.08,656.34,277.13,7,0,0,15.3,5,1,0,0,0,0.0,656.34,28,37.5080148,127.0346231
서울특별시 강남구 논현동 234-25번지,504.3,299.39,59.37,5789.68,797.31,7,0,0,62.6,15,6,1,1,0,0.0,5789.68,11,37.5078425,127.0346742
서울특별시 강남구 논현동 234-26번지,507.7,177.0,34.86,701.64,138.2,5,0,0,15.55,4,0,1,0,0,0.0,701.64,18,37.5077796,127.0344643
서울특별시 강남구 논현동 234-27번지,568.3,263.04,46.29,2589.95,300.34,7,0,0,0.0,8,2,0,0,0,0.0,2589.95,33,37.5077122,127.0342412
서울특별시 강남구 논현동 234-28번지,468.8,275.19,58.7,1865.82,332.79,7,0,0,22.75,6,1,0,0,0,0.0,1865.82,45,37.5076516,127.0340228
서울특별시 강남구 논현동 235번지,207.4,123.74,59.66,655.16,245.26,7,0,5,15.32,5,1,0,0,0,0.0,655.16,22,37.5081849,127.0348298
서울특별시 강남구 논현동 253-10번지,0.0,86.22,0.0,201.66,0.0,2,0,1,0.0,2,1,0,0,0,0.0,201.66,51,37.5143468,127.0401374
서울특별시 강남구 논현동 253-11번지,302.3,160.47,53.08,668.72,149.78,7,0,0,14.7,4,1,1,0,0,0.0,668.72,22,37.5142916,127.0404735
서울특별시 강남구 논현동 253-12번지,462.8,245.73,53.1,986.64,148.53,7,0,0,12.5,4,1,1,0,0,0.0,986.64,1,37.5141524,127.040524
서울특별시 강남구 논현동 253-13번지,523.3,223.61,42.73,307.78,57.89,7,1,1,8.55,2,1,0,0,0,0.0,307.78,22,37.51415420000001,127.0402895
서울특별시 강남구 논현동 253-14번지,0.0,164.86,0.0,311.73,0.0,2,0,1,0.0,2,1,0,0,1,17.09,311.73,47,37.51411220000001,127.0401139
서울특별시 강남구 논현동 253-15번지,468.5,233.99,49.95,350.28,67.95,2,0,0,8.0,2,1,0,0,0,0.0,350.28,47,37.5140722,127.0399478
서울특별시 강남구 논현동 206-10번지,338.5,202.53,59.83,1621.4,418.82,7,0,0,25.1,7,1,0,0,0,0.0,1621.4,31,37.5072013,127.0325859
서울특별시 강남구 논현동 206-11번지,362.6,174.06,48.0,1134.56,250.52,7,0,0,24.3,6,1,1,0,0,0.0,1134.56,31,37.5072105,127.0324616
서울특별시 강남구 논현동 206-14번지,430.6,258.0,59.92,3640.71,694.01,7,0,0,48.0,15,2,1,0,0,0.0,3640.71,21,37.5070558,127.0322295
서울특별시 강남구 논현동 220-1번지,278.0,166.72,59.97,805.18,230.05,7,10,0,12.98,4,1,0,0,0,0.0,805.18,23,37.5118343,127.0330859
서울특별시 강남구 논현동 220-2번지,276.9,163.5,59.05,832.52,229.1,7,8,0,11.94,4,1,0,0,0,0.0,832.52,24,37.5118788,127.0332346
서울특별시 강남구 논현동 220-3번지,264.7,155.64,58.7986,714.61,199.7015,7,0,0,22.69,5,1,1,0,0,0.0,714.61,3,37.5119207,127.0333808
서울특별시 강남구 논현동 220-5번지,234.0,140.15,59.89,537.01,172.33,7,0,12,10.2,3,1,0,0,0,0.0,537.01,29,37.5117332,127.0334702
서울특별시 강남구 논현동 220-6번지,239.4,142.37,59.47,539.34,170.82,7,0,13,10.2,3,1,0,0,0,0.0,539.34,29,37.5116895,127.0333227
서울특별시 강남구 논현동 220-7번지,238.6,136.18,57.07,513.2,161.32,7,0,16,9.1,3,1,0,0,0,0.0,513.2,30,37.5116451,127.0331745
서울특별시 강남구 논현동 220-8번지,345.0,172.1,49.88,1052.83,232.36,7,0,0,17.85,5,1,0,0,0,0.0,1052.83,35,37.5115907,127.0329942
서울특별시 강남구 논현동 220-9번지,330.6,163.72,49.52,813.12,184.62,7,0,0,15.3,4,1,0,0,0,0.0,813.12,35,37.5114492,127.0330606
