대지위치,지하층수,노후화,위도,경도,in_flood_area,flood_point_count,높이(m),지상층수,구조
서울특별시 강남구 삼성동 100-14번지,0,18,37.5162493,127.0657708,0,0,3.0,1,7
서울특별시 강남구 삼성동 100-15번지,1,39,37.5161686,127.0654105,0,0,0.0,2,2
서울특별시 강남구 삼성동 101번지,0,20,37.516372,127.0649994,0,0,3.0,1,7
서울특별시 강남구 삼성동 101번지,2,20,37.516372,127.0649994,0,0,25.3,9,7
서울특별시 강남구 삼성동 101-1번지,2,32,37.5161362,127.0650956,0,0,20.3,5,7
서울특별시 강남구 삼성동 101-2번지,0,24,37.5159594,127.0650676,0,0,18.1,5,7
서울특별시 강남구 삼성동 101-3번지,0,20,37.515939,127.0649496,0,0,5.0,1,0
서울특별시 강남구 삼성동 101-4번지,1,12,37.5159175,127.0648258,0,0,13.8,5,7
서울특별시 강남구 삼성동 101-6번지,1,36,37.5158908,127.0646719,0,0,10.5,3,7
서울특별시 강남구 삼성동 101-7번지,0,9,37.5158631,127.0645113,0,0,16.615,5,7
서울특별시 강남구 삼성동 117-18번지,1,21,37.5120582,127.0516241,0,0,17.87,6,7
서울특별시 강남구 삼성동 118번지,0,23,37.5116529,127.0518895,0,0,15.2,5,7
서울특별시 강남구 삼성동 118-1번지,1,29,37.511757,127.0521398,0,0,10.55,3,7
서울특별시 강남구 삼성동 40-1번지,1,17,37.5127307,127.0454262,1,321,16.66,5,7
서울특별시 강남구 삼성동 40-3번지,1,50,37.512413,127.0455731,1,303,9.7,2,2
서울특별시 강남구 삼성동 40-4번지,1,50,37.5122872,127.0456896,1,296,0.0,2,2
서울특별시 강남구 삼성동 58번지,1,34,37.5195566,127.0560193,0,0,11.85,3,5
서울특별시 강남구 삼성동 58-2번지,6,11,37.5197277,127.0566302,0,0,84.654,20,7
서울특별시 강남구 삼성동 58-4번지,1,41,37.519422,127.0567543,0,0,33.6,6,7
서울특별시 강남구 삼성동 58-6번지,1,36,37.5190541,127.0563949,0,0,19.0,5,7
서울특별시 강남구 삼성동 58-7번지,1,45,37.5192442,127.0561643,0,0,0.0,2,2
서울특별시 강남구 삼성동 58-7번지,1,45,37.5192442,127.0561643,0,0,0.0,2,2
서울특별시 강남구 삼성동 59번지,1,40,37.5186334,127.0555011,0,0,0.0,2,2
서울특별시 강남구 삼성동 59-1번지,1,37,37.51875649999999,127.0556217,0,0,7.91,2,2
서울특별시 강남구 삼성동 59-2번지,1,40,37.5189865,127.0559146,0,0,0.0,2,2
서울특별시 강남구 삼성동 59-3번지,1,22,37.5188696,127.0561663,0,0,11.7,2,7
서울특별시 강남구 삼성동 59-5번지,1,47,37.5187094,127.0561135,0,0,9.45,2,2
서울특별시 강남구 삼성동 8-2번지,5,16,37.5155551,127.0423675,1,567,66.73,20,7
서울특별시 강남구 삼성동 8-5번지,3,15,37.5154698,127.0427006,1,551,44.8,12,7
서울특별시 강남구 삼성동 9번지,1,45,37.515062,127.0423659,1,629,16.85,5,7
서울특별시 강남구 삼성동 9-1번지,3,33,37.514832,127.0424511,1,663,0.0,6,7
서울특별시 강남구 삼성동 9-2번지,3,33,37.5146164,127.0425311,1,671,31.35,8,7
서울특별시 강남구 삼성동 9-5번지,1,8,37.5151375,127.0426527,1,566,18.9,5,7
서울특별시 강남구 삼성동 9-6번지,1,50,37.5151311,127.0428486,1,560,12.5,3,2
서울특별시 강남구 삼성동 9-7번지,0,22,37.5150024,127.0427015,1,569,17.0,5,7
서울특별시 강남구 삼성동 9-8번지,1,33,37.5148877,127.0427443,1,575,18.4,5,7
서울특별시 강남구 삼성동 9-9번지,1,29,37.5149211,127.0429267,1,562,0.0,3,7
서울특별시 강남구 삼성동 28번지,0,29,37.5141798,127.0468995,1,63,14.25,1,2
서울특별시 강남구 대치동 916-79번지,0,12,37.5009994,127.0556795,0,0,10.7,4,7
서울특별시 강남구 대치동 916-80번지,0,21,37.5010077,127.0570708,0,0,13.15,5,7
서울특별시 강남구 대치동 916-81번지,0,22,37.5013203,127.0566485,0,0,14.3,5,7
서울특별시 강남구 대치동 916-82번지,1,32,37.5007334,127.0553905,1,4,12.5,4,2
서울특별시 강남구 대치동 916-84번지,0,22,37.5010391,127.0554187,1,2,15.23,5,7
서울특별시 강남구 대치동 917번지,1,28,37.5009041,127.0546069,1,56,15.7,5,7
서울특별시 강남구 대치동 917-1번지,1,36,37.5009741,127.0547596,1,37,13.5,4,7
서울특별시 강남구 대치동 917-3번지,0,21,37.5010315,127.0549236,1,33,14.55,5,7
서울특별시 강남구 대치동 926-12번지,1,28,37.499822,127.0564218,0,0,9.1,3,7
서울특별시 강남구 대치동 926-14번지,0,17,37.4997397,127.0561179,0,0,13.2,5,7
서울특별시 강남구 대치동 926-15번지,0,14,37.4996842,127.0560007,0,0,13.3,5,7
서울특별시 강남구 대치동 926-16번지,0,13,37.4995886,127.0560503,0,0,13.2,5,7
서울특별시 강남구 대치동 926-17번지,0,17,37.4996134,127.0561822,0,0,13.2,5,7
서울특별시 강남구 대치동 889-70번지,2,24,37.503783,127.0512058,1,370,30.0,9,7
서울특별시 강남구 대치동 899-25번지,1,14,37.5018323,127.0516083,1,563,0.0,2,2
서울특별시 강남구 대치동 899-26번지,1,29,37.5020239,127.0518057,1,519,11.6,4,7
서울특별시 강남구 대치동 899-27번지,1,29,37.5020743,127.0519301,1,508,14.1,4,7
서울특별시 강남구 대치동 899-28번지,1,28,37.5021139,127.0520599,1,474,16.7,4,7
서울특별시 강남구 대치동 899-30번지,1,28,37.5019054,127.0519021,1,523,11.95,3,7
서울특별시 강남구 대치동 899-31번지,1,27,37.5019618,127.0520955,1,497,13.4,5,7
서울특별시 강남구 대치동 899-32번지,1,28,37.5018653,127.0521713,1,498,13.6,5,7
서울특별시 강남구 대치동 899-33번지,1,28,37.5018249,127.052044,1,514,10.6,4,7
서울특별시 강남구 대치동 899-34번지,1,28,37.5017876,127.0519201,1,527,10.6,4,7
서울특별시 강남구 대치동 899-35번지,1,3,37.5025942,127.051388,1,510,23.4,6,7
서울특별시 강남구 대치동 900번지,1,22,37.5027914,127.0520055,1,409,16.1,5,7
서울특별시 강남구 대치동 900-1번지,1,20,37.5028419,127.0521602,1,386,16.5,5,7
서울특별시 강남구 역삼동 669-3번지,3,32,37.5035967,127.0367954,1,4253,19.95,4,7
서울특별시 강남구 역삼동 669-4번지,1,24,37.5035002,127.0369013,1,4265,14.0,4,5
서울특별시 강남구 역삼동 669-6번지,1,33,37.5033438,127.0369142,1,4346,14.0,4,7
서울특별시 강남구 역삼동 669-7번지,1,8,37.5031898,127.0369865,1,4443,16.04,5,7
서울특별시 강남구 역삼동 669-8번지,1,32,37.5030498,127.0370529,1,4499,7.5,2,2
서울특별시 강남구 역삼동 669-9번지,2,24,37.502921,127.0371126,1,4539,18.15,4,7
서울특별시 강남구 역삼동 669-11번지,0,18,37.5034379,127.0371605,1,4216,8.25,2,7
서울특별시 강남구 역삼동 669-12번지,2,3,37.5033448,127.0372041,1,4271,15.0,4,5
서울특별시 강남구 역삼동 669-13번지,2,2,37.5031383,127.0373015,1,4381,17.79,4,7
서울특별시 강남구 역삼동 678-28번지,1,18,37.5023104,127.0393096,1,3853,26.95,8,7
서울특별시 강남구 역삼동 678-29번지,3,10,37.5021697,127.0393823,1,3855,40.4,13,7
서울특별시 강남구 역삼동 678-31번지,1,4,37.502036,127.0389744,1,4123,34.93,10,7
서울특별시 강남구 역삼동 678-32번지,1,44,37.5019546,127.0387261,1,4273,0.0,4,7
서울특별시 강남구 역삼동 631-16번지,1,12,37.5022366,127.0324606,1,5162,9.6,2,7
서울특별시 강남구 역삼동 631-18번지,1,34,37.502532,127.0327819,1,5034,7.92,2,2
서울특별시 강남구 역삼동 644-3번지,1,32,37.5011046,127.0341739,1,5543,14.7,5,7
서울특별시 강남구 역삼동 644-4번지,1,37,37.5009288,127.0342282,1,5585,18.0,5,7
서울특별시 강남구 역삼동 644-5번지,1,24,37.5009716,127.0343963,1,5592,12.35,4,5
서울특별시 강남구 역삼동 644-6번지,1,23,37.5015207,127.0345317,1,5427,19.55,7,7
서울특별시 강남구 역삼동 644-7번지,1,22,37.5016218,127.0348241,1,5403,21.35,6,7
서울특별시 강남구 역삼동 644-8번지,2,31,37.5016421,127.0350771,1,5394,16.7,6,7
서울특별시 강남구 역삼동 644-9번지,1,42,37.5016054,127.035196,1,5416,0.0,2,2
서울특별시 강남구 역삼동 644-10번지,2,34,37.5015423,127.0350683,1,5432,7.9,2,7
서울특별시 강남구 역삼동 644-11번지,2,36,37.5014457,127.0350214,1,5465,16.05,5,7
서울특별시 강남구 역삼동 644-12번지,1,11,37.501456,127.0347968,1,5447,13.69,4,7
서울특별시 강남구 역삼동 644-13번지,1,34,37.5012991,127.0345509,1,5481,10.7,3,7
서울특별시 강남구 역삼동 793-21번지,0,13,37.4926326,127.0366515,1,4170,16.8,5,7
서울특별시 강남구 역삼동 793-22번지,1,50,37.4925665,127.036555,1,4149,0.0,1,2
서울특별시 강남구 역삼동 793-23번지,1,34,37.49253760000001,127.0364603,1,4136,10.4,3,2
서울특별시 강남구 역삼동 793-24번지,1,31,37.4924956,127.0363179,1,4119,0.0,3,7
서울특별시 강남구 역삼동 793-26번지,1,35,37.4923588,127.0363281,1,4070,10.85,3,2
서울특별시 강남구 역삼동 793-27번지,1,34,37.4923902,127.0364224,1,4091,9.9,3,7
서울특별시 강남구 역삼동 793-28번지,0,24,37.4922679,127.0364229,1,4028,12.9,5,7
서울특별시 강남구 역삼동 793-29번지,0,13,37.4923705,127.0365944,1,4085,14.95,5,7
서울특별시 강남구 역삼동 793-30번지,1,27,37.4924727,127.0368735,1,4135,13.51,4,7
서울특별시 강남구 역삼동 793-32번지,1,33,37.4921265,127.0370404,1,3986,13.0,4,7
서울특별시 강남구 역삼동 793-32번지,1,33,37.4921265,127.0370404,1,3986,13.0,4,7
서울특별시 강남구 역삼동 793-33번지,1,29,37.4921903,127.0367188,1,4033,8.9,3,7
서울특별시 강남구 역삼동 793-34번지,1,31,37.4921585,127.0365873,1,3985,10.2,3,7
서울특별시 강남구 역삼동 619-25번지,1,8,37.50126710000001,127.0275222,1,4341,23.95,4,7
서울특별시 강남구 역삼동 776-27번지,0,21,37.4943211,127.0408333,1,3934,14.3,5,7
서울특별시 강남구 역삼동 777번지,1,36,37.4952079,127.0406827,1,3996,12.5,4,7
서울특별시 강남구 역삼동 777-1번지,1,30,37.4950718,127.0407451,1,3982,10.35,3,7
서울특별시 강남구 역삼동 777-2번지,1,21,37.4951989,127.0409137,1,3957,15.05,5,7
서울특별시 강남구 역삼동 777-4번지,1,27,37.4953748,127.0412669,1,3855,11.9,3,7
서울특별시 강남구 역삼동 777-5번지,1,28,37.4952385,127.0413318,1,3839,10.2,3,7
서울특별시 강남구 역삼동 784-13번지,1,35,37.4948089,127.0451301,1,2165,17.5,5,7
서울특별시 강남구 역삼동 784-13번지,0,13,37.4948089,127.0451301,1,2165,23.85,7,7
서울특별시 강남구 역삼동 784-14번지,1,27,37.4947067,127.045294,1,2112,15.25,3,7
서울특별시 강남구 역삼동 784-15번지,1,30,37.4946495,127.0451559,1,2176,11.3,3,7
서울특별시 강남구 역삼동 784-17번지,1,33,37.4945915,127.0449851,1,2240,0.0,5,7
서울특별시 강남구 역삼동 784-18번지,1,39,37.4949267,127.0454449,1,2022,0.0,2,2
서울특별시 강남구 역삼동 785번지,0,24,37.494381,127.044952,1,2272,15.4,5,7
서울특별시 강남구 역삼동 785-1번지,1,37,37.49426940000001,127.0450779,1,2219,12.5,4,7
서울특별시 강남구 역삼동 747-8번지,1,29,37.496077,127.0377231,1,4530,9.1,3,7
서울특별시 강남구 역삼동 747-9번지,1,36,37.4961964,127.0375829,1,4539,17.75,6,7
서울특별시 강남구 역삼동 747-10번지,1,35,37.4962399,127.0377308,1,4532,15.4,5,7
서울특별시 강남구 역삼동 747-11번지,1,36,37.4963121,127.0379248,1,4512,12.15,3,7
서울특별시 강남구 역삼동 747-12번지,1,37,37.4961978,127.0380716,1,4495,10.1,3,2
서울특별시 강남구 역삼동 747-14번지,1,34,37.4964124,127.0382631,1,4469,23.3,6,7
서울특별시 강남구 역삼동 747-15번지,1,8,37.496272,127.0383304,1,4461,22.9,7,7
서울특별시 강남구 역삼동 747-16번지,1,33,37.4961395,127.0384173,1,4452,19.8,6,7
서울특별시 강남구 역삼동 747-17번지,1,37,37.4960555,127.038137,1,4494,10.1,3,2
서울특별시 강남구 역삼동 747-19번지,1,37,37.4958841,127.0384523,1,4452,22.05,6,7
서울특별시 강남구 역삼동 747-20번지,1,35,37.4959335,127.038615,1,4435,27.8,6,7
서울특별시 강남구 역삼동 747-21번지,1,37,37.4959266,127.0388715,1,4406,0.0,4,7
서울특별시 강남구 역삼동 747-22번지,2,6,37.4960934,127.0388682,1,4405,35.5,8,7
서울특별시 강남구 역삼동 747-24번지,1,37,37.4962385,127.0387018,1,4421,16.65,5,7
서울특별시 강남구 삼성동 90-1번지,1,28,37.5167398,127.0597769,0,0,19.6,6,7
서울특별시 강남구 삼성동 90-2번지,1,24,37.51672689999999,127.0599902,0,0,11.7,4,7
서울특별시 강남구 삼성동 108-3번지,1,21,37.5152009,127.0624417,0,0,17.0,6,7
서울특별시 강남구 삼성동 108-4번지,1,16,37.5152285,127.0626012,0,0,19.75,6,5
서울특별시 강남구 삼성동 108-5번지,2,31,37.5152694,127.0628372,0,0,2.13,5,7
서울특별시 강남구 삼성동 108-6번지,3,18,37.5150389,127.0631304,0,0,27.55,7,7
서울특별시 강남구 삼성동 108-7번지,1,41,37.5149777,127.0627769,0,0,18.2,5,7
서울특별시 강남구 삼성동 108-9번지,2,34,37.5148955,127.0623023,0,0,23.15,6,7
서울특별시 강남구 삼성동 108-12번지,1,45,37.5150127,127.0617941,0,0,0.0,2,2
서울특별시 강남구 삼성동 108-14번지,3,14,37.5153219,127.0631465,0,0,21.54,6,7
서울특별시 강남구 삼성동 109번지,1,36,37.5154047,127.0634576,0,0,14.8,4,7
서울특별시 강남구 삼성동 109-1번지,2,30,37.5154428,127.0636692,0,0,17.95,5,7
서울특별시 강남구 삼성동 109-2번지,2,34,37.5153295,127.0640535,0,0,25.05,7,7
서울특별시 강남구 청담동 124-12번지,3,11,37.5251463,127.0497649,0,0,19.8,6,7
서울특별시 강남구 청담동 124-13번지,1,31,37.5252354,127.0501052,0,0,15.3,5,7
서울특별시 강남구 청담동 124-14번지,1,34,37.5252718,127.0502664,0,0,22.6,6,7
서울특별시 강남구 청담동 124-15번지,1,41,37.5253041,127.0504943,0,0,0.0,4,7
서울특별시 강남구 청담동 124-17번지,1,41,37.525161,127.050353,0,0,0.0,3,7
서울특별시 강남구 청담동 124-18번지,0,37,37.5250608,127.0502041,0,0,13.7,4,7
서울특별시 강남구 청담동 125번지,1,20,37.5252734,127.0508604,0,0,19.2,7,7
서울특별시 강남구 청담동 125-1번지,1,38,37.5253101,127.0511189,0,0,7.6,2,7
서울특별시 강남구 청담동 125-4번지,1,21,37.5253723,127.051604,0,0,18.0,5,7
서울특별시 강남구 청담동 125-6번지,2,21,37.5253939,127.0517841,0,0,20.5,6,7
서울특별시 강남구 청담동 125-7번지,3,11,37.5254501,127.0522219,0,0,22.4,5,7
서울특별시 강남구 청담동 125-8번지,2,2,37.52547089999999,127.0523832,0,0,23.15,5,7
서울특별시 강남구 대치동 890-48번지,1,22,37.5046323,127.0520009,1,103,29.95,10,6
서울특별시 강남구 대치동 890-49번지,5,21,37.50449560000001,127.0515557,1,238,39.9,13,7
서울특별시 강남구 대치동 890-54번지,4,19,37.5042546,127.0514588,1,291,34.93,12,6
서울특별시 강남구 대치동 900-23번지,0,23,37.5028647,127.0525856,1,262,14.2,6,7
서울특별시 강남구 대치동 900-24번지,1,29,37.5029486,127.0523667,1,311,17.5,6,7
서울특별시 강남구 대치동 900-25번지,1,24,37.5029987,127.0525202,1,249,15.8,5,7
서울특별시 강남구 대치동 900-26번지,1,25,37.50307189999999,127.0527433,1,187,15.25,6,7
서울특별시 강남구 대치동 900-27번지,1,23,37.503122,127.0528968,1,153,18.73,6,7
서울특별시 강남구 대치동 900-28번지,1,28,37.50298799999999,127.0529621,1,153,10.2,3,7
서울특별시 강남구 대치동 900-29번지,1,29,37.5029366,127.0528052,1,194,10.55,3,7
서울특별시 강남구 대치동 900-30번지,1,29,37.5028017,127.0528689,1,199,10.0,3,7
서울특별시 강남구 대치동 900-31번지,1,32,37.502853,127.0530258,1,156,0.0,3,7
서울특별시 강남구 대치동 900-32번지,1,28,37.5027155,127.0530889,1,156,15.7,5,2
서울특별시 강남구 역삼동 794-22번지,0,22,37.492588,127.037229,1,4153,16.2,5,7
서울특별시 강남구 역삼동 794-23번지,0,6,37.4924563,127.0374003,1,4106,18.7,6,7
서울특별시 강남구 역삼동 794-23번지,1,6,37.4924563,127.0374003,1,4106,18.7,6,7
서울특별시 강남구 역삼동 794-24번지,1,22,37.492568,127.0377939,1,4060,14.65,5,7
서울특별시 강남구 역삼동 794-25번지,0,23,37.4924627,127.0379875,1,4000,14.2,5,7
서울특별시 강남구 역삼동 794-26번지,0,12,37.4924219,127.0378562,1,4009,13.3,5,7
서울특별시 강남구 역삼동 794-27번지,0,12,37.4923672,127.0377383,1,4011,13.3,5,7
서울특별시 강남구 역삼동 794-28번지,1,29,37.4921938,127.0375263,1,4000,20.4,7,7
서울특별시 강남구 역삼동 794-29번지,1,34,37.4921944,127.037859,1,3953,12.0,3,2
서울특별시 강남구 역삼동 794-30번지,1,30,37.4923066,127.0380289,1,3960,9.1,3,7
서울특별시 강남구 역삼동 794-34번지,1,22,37.493073,127.0372579,1,4232,16.3,5,7
서울특별시 강남구 역삼동 794-36번지,1,23,37.49220469999999,127.0380751,1,3939,10.62,3,7
서울특별시 강남구 역삼동 794-38번지,1,23,37.4927589,127.037138,1,4184,13.65,5,7
서울특별시 강남구 대치동 897-9번지,1,22,37.5028138,127.0506214,1,558,16.5,6,7
서울특별시 강남구 대치동 897-10번지,1,27,37.5026506,127.0507057,1,567,14.25,5,5
서울특별시 강남구 대치동 897-11번지,0,11,37.5027028,127.0508677,1,551,17.4,6,7
서울특별시 강남구 대치동 897-13번지,2,34,37.5030598,127.0506839,1,525,21.2,6,7
서울특별시 강남구 대치동 897-15번지,1,35,37.5031278,127.0508928,1,494,20.45,6,7
서울특별시 강남구 대치동 897-16번지,1,2,37.5029337,127.0509926,1,507,19.6,6,7
서울특별시 강남구 대치동 897-17번지,1,5,37.5027711,127.051077,1,520,18.4,6,7
서울특별시 강남구 대치동 897-18번지,0,25,37.502828,127.0512489,1,492,19.3,5,7
서울특별시 강남구 대치동 903-12번지,1,34,37.5028727,127.0573232,0,0,18.26,5,7
서울특별시 강남구 대치동 903-14번지,1,29,37.5030592,127.0573496,0,0,10.59,3,7
서울특별시 강남구 대치동 903-15번지,1,25,37.50318,127.0572876,0,0,13.85,4,7
서울특별시 강남구 대치동 903-16번지,1,33,37.5033037,127.0572239,0,0,15.7,6,7
서울특별시 강남구 대치동 903-18번지,1,35,37.5033865,127.0574782,0,0,12.7,4,7
서울특별시 강남구 삼성동 149-24번지,1,19,37.5112339,127.055721,0,0,17.4,5,7
서울특별시 강남구 삼성동 149-26번지,1,22,37.5110413,127.0556051,0,0,11.4,4,7
서울특별시 강남구 삼성동 149-27번지,1,48,37.511069,127.0557156,0,0,0.0,2,2
서울특별시 강남구 삼성동 162-12번지,1,41,37.5147747,127.0649196,0,0,0.0,5,7
서울특별시 강남구 삼성동 162-13번지,1,44,37.5148174,127.0650806,0,0,0.0,3,7
서울특별시 강남구 삼성동 162-15번지,1,19,37.5145892,127.0650383,0,0,23.25,7,7
서울특별시 강남구 삼성동 162-18번지,1,25,37.5144542,127.064536,0,0,15.8,5,7
