대지위치,지하층수,노후화,위도,경도,in_flood_area,flood_point_count,높이(m),지상층수,구조
서울특별시 강남구 일원동 643-9번지,0,3,37.4923322,127.0870673,1,10028,14.0,4,7
서울특별시 강남구 일원동 643-10번지,1,39,37.4924354,127.0870156,1,10019,0.0,2,2
서울특별시 강남구 일원동 643-11번지,1,38,37.4925387,127.0869639,1,10018,7.95,2,2
서울특별시 강남구 일원동 667-3번지,1,39,37.4905836,127.084609,1,9669,0.0,2,2
서울특별시 강남구 일원동 667-4번지,1,37,37.490484,127.0846554,1,9671,0.0,2,2
서울특별시 강남구 일원동 667-5번지,1,38,37.4904327,127.0844863,1,9673,7.9,2,2
서울특별시 강남구 일원동 667-6번지,1,38,37.4905314,127.0844403,1,9681,7.9,2,2
서울특별시 강남구 일원동 667-7번지,1,38,37.4906356,127.0843918,1,9672,7.9,2,2
서울특별시 강남구 일원동 667-8번지,1,37,37.4903888,127.0846969,1,9666,0.0,2,2
서울특별시 강남구 일원동 667-9번지,1,37,37.4903397,127.0845325,1,9673,0.0,2,2
서울특별시 강남구 일원동 668번지,1,38,37.4909,127.0842227,1,9745,9.24,2,2
서울특별시 강남구 일원동 668-1번지,1,39,37.490941,127.0843494,1,9748,0.0,3,7
서울특별시 강남구 일원동 668-2번지,1,39,37.4909811,127.0844726,1,9755,0.0,3,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,9.06,2,4
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,8.2,2,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,9.24,2,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,8.6,2,7
서울특별시 강남구 율현동 블록,0,9,37.4708103,127.1120705,1,10623,9.3,2,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,10.68,2,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,8.71,2,7
서울특별시 강남구 율현동 블록,1,8,37.4708103,127.1120705,1,10623,9.5,2,7
서울특별시 강남구 율현동 블록,1,9,37.4708103,127.1120705,1,10623,8.75,2,7
서울특별시 강남구 율현동 블록,0,8,37.4708103,127.1120705,1,10623,9.3,2,7
서울특별시 강남구 율현동 블록,0,9,37.4708103,127.1120705,1,10623,8.8,2,7
서울특별시 강남구 일원동 625-17번지,1,39,37.4936802,127.0832414,1,9428,0.0,2,2
서울특별시 강남구 자곡동 440-27번지,1,16,37.4734936,127.0987901,1,7070,8.63,2,7
서울특별시 강남구 자곡동 440-29번지,1,4,37.4735134,127.0992212,1,7327,10.11,2,7
서울특별시 강남구 자곡동 440-33번지,1,9,37.4735601,127.0998286,1,7600,10.59,2,7
서울특별시 강남구 자곡동 440-46번지,1,8,37.473688,127.0991962,1,7255,7.86,2,7
서울특별시 강남구 자곡동 440-48번지,1,35,37.4738846,127.0993532,1,7207,5.7,1,2
서울특별시 강남구 자곡동 440-68번지,1,33,37.4754555,127.099599,1,5972,5.9,1,2
서울특별시 강남구 자곡동 440-69번지,1,10,37.4752782,127.0996172,1,5953,8.2,2,7
서울특별시 강남구 자곡동 440-73번지,1,7,37.4750419,127.0996466,1,6091,7.979,2,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,0.0,1,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 세곡동 345번지,0,4,37.4683743,127.1022312,1,8095,6.474,1,5
서울특별시 강남구 세곡동 346번지,1,22,37.4681255,127.1018419,1,7811,9.91,2,7
서울특별시 강남구 세곡동 346-16번지,1,8,37.4679606,127.1015899,1,7641,12.72,3,7
서울특별시 강남구 세곡동 348-1번지,1,2,37.46799250000001,127.1009923,1,7574,9.8,2,7
서울특별시 강남구 세곡동 350번지,0,21,37.46843,127.1007041,1,7640,8.0,2,7
서울특별시 강남구 세곡동 352-2번지,1,32,37.4688076,127.1009152,1,7838,5.4,1,2
서울특별시 강남구 세곡동 352-3번지,2,5,37.4686397,127.1009374,1,7764,10.45,2,7
서울특별시 강남구 세곡동 352-4번지,1,6,37.4684786,127.1009628,1,7717,8.55,2,7
서울특별시 강남구 세곡동 353-6번지,2,1,37.4691411,127.100851,1,7970,7.95,2,7
서울특별시 강남구 세곡동 353-7번지,1,41,37.4690006,127.1009293,1,7940,0.0,1,2
서울특별시 강남구 세곡동 354-1번지,1,5,37.469081,127.1005945,1,7837,10.61,2,7
서울특별시 강남구 세곡동 355-2번지,1,43,37.4693232,127.1005264,1,7918,0.0,1,2
서울특별시 강남구 세곡동 355-6번지,2,10,37.4693469,127.100839,1,8050,9.05,2,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,3,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,9,7
서울특별시 강남구 도곡동 464번지,1,40,37.4868895,127.0488972,1,57,0.0,3,7
서울특별시 강남구 도곡동 465번지,1,40,37.4854423,127.0494737,0,0,0.0,9,7
서울특별시 강남구 도곡동 552-19번지,1,42,37.490412,127.0361251,1,3350,0.0,2,2
서울특별시 강남구 도곡동 552-22번지,3,22,37.4907519,127.0365191,1,3463,33.0,8,7
서울특별시 강남구 도곡동 553번지,2,20,37.4902178,127.0345941,1,3194,27.05,6,7
서울특별시 강남구 도곡동 553-1번지,1,41,37.4902775,127.0347893,1,3233,0.0,4,2
서울특별시 강남구 수서동 173번지,0,31,37.484239,127.108628,1,7941,7.5,1,7
서울특별시 강남구 수서동 173번지,0,31,37.484239,127.108628,1,7941,3.5,1,2
서울특별시 강남구 수서동 173번지,0,19,37.484239,127.108628,1,7941,4.03,1,7
서울특별시 강남구 수서동 771번지,1,9,37.4825243,127.0960853,1,5533,8.95,2,7
서울특별시 강남구 수서동 781번지,1,1,37.4825347,127.0950869,1,4827,10.13,2,7
서울특별시 강남구 수서동 789번지,0,7,37.4825994,127.0943237,1,4569,15.6,4,5
서울특별시 강남구 수서동 791번지,2,9,37.482202,127.0941635,1,4203,15.8,3,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,5.0,1,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,51.6,15,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,42.6,12,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,51.6,15,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,8.55,2,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,51.6,15,7
서울특별시 강남구 일원동 677-8번지,0,20,37.4917484,127.0830915,1,9771,13.3,5,7
서울특별시 강남구 일원동 677-9번지,1,21,37.4916887,127.0829658,1,9733,14.9,4,7
서울특별시 강남구 일원동 677-10번지,0,6,37.49163,127.0828406,1,9696,17.0,5,7
서울특별시 강남구 일원동 677-11번지,0,7,37.4915711,127.0827152,1,9657,17.17,5,7
서울특별시 강남구 일원동 677-12번지,1,35,37.4915084,127.0825559,1,9645,12.7,4,7
서울특별시 강남구 일원동 678번지,1,38,37.4913388,127.0827389,1,9596,0.0,3,7
서울특별시 강남구 일원동 678-1번지,0,5,37.4912546,127.0828663,1,9609,15.9,5,7
서울특별시 강남구 일원동 678-2번지,1,39,37.4911387,127.0829217,1,9640,0.0,2,2
서울특별시 강남구 일원동 678-3번지,1,40,37.4910235,127.0829753,1,9649,0.0,2,2
서울특별시 강남구 일원동 678-4번지,1,38,37.4909087,127.0830288,1,9667,7.9,2,2
서울특별시 강남구 일원동 678-5번지,1,40,37.4908509,127.0828505,1,9651,0.0,2,2
서울특별시 강남구 일원동 678-6번지,1,40,37.4909658,127.082797,1,9621,0.0,2,2
서울특별시 강남구 일원동 721-7번지,1,28,37.4833978,127.0793798,1,4208,13.35,3,7
서울특별시 강남구 일원동 131-2번지,0,53,37.4882417,127.080628,1,7038,0.0,1,3
서울특별시 강남구 일원동 631-6번지,1,38,37.4942908,127.0848252,1,9324,0.0,2,2
서울특별시 강남구 일원동 631-7번지,1,39,37.4941874,127.084873,1,9354,0.0,2,2
서울특별시 강남구 일원동 631-8번지,1,39,37.4941332,127.0847062,1,9345,0.0,2,2
서울특별시 강남구 일원동 631-9번지,1,39,37.4942353,127.0846542,1,9313,0.0,2,2
서울특별시 강남구 일원동 631-10번지,0,4,37.4943383,127.0846045,1,9285,14.2,4,7
서울특별시 강남구 일원동 631-11번지,1,39,37.4944417,127.0845546,1,9262,0.0,2,2
서울특별시 강남구 일원동 631-12번지,0,4,37.4945455,127.0845045,1,9232,11.6,4,7
서울특별시 강남구 일원동 631-13번지,1,40,37.4946498,127.0844541,1,9161,0.0,2,2
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,4.85,1,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,31.25,10,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,37.25,12,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,4.25,1,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,1,11,37.4748705,127.1098391,1,10752,0.0,0,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,34.25,11,7
서울특별시 강남구 자곡동 687번지,0,11,37.4748705,127.1098391,1,10752,28.25,9,7
서울특별시 강남구 세곡동 423-1번지,1,4,37.4680456,127.0986637,1,6711,10.3,2,7
서울특별시 강남구 세곡동 424-8번지,1,4,37.4679703,127.0980902,1,6447,10.8,2,7
서울특별시 강남구 세곡동 425번지,1,7,37.4682312,127.0986196,1,6723,10.135,2,7
서울특별시 강남구 세곡동 425-2번지,2,7,37.4684578,127.0985585,1,6746,7.26,2,7
서울특별시 강남구 세곡동 425-4번지,1,44,37.4681965,127.0984027,1,6627,0.0,1,2
서울특별시 강남구 세곡동 426-1번지,2,7,37.46849100000001,127.0987734,1,6851,11.99,2,7
서울특별시 강남구 세곡동 427번지,2,1,37.4685013,127.0989495,1,7002,10.054,2,7
서울특별시 강남구 세곡동 429번지,1,6,37.4683662,127.0978998,1,6341,9.42,2,7
서울특별시 강남구 세곡동 590번지,3,8,37.4667949,127.1001606,1,6991,35.3,8,7
서울특별시 강남구 세곡동 592번지,3,10,37.4667993,127.0996101,1,6794,37.5,8,7
서울특별시 강남구 세곡동 593번지,1,11,37.4668009,127.0992395,1,6669,14.58,4,7
서울특별시 강남구 세곡동 593-1번지,1,11,37.4667957,127.0990587,1,6611,15.95,4,7
서울특별시 강남구 도곡동 902-76번지,1,33,37.4866849,127.038445,1,1843,0.0,3,2
서울특별시 강남구 도곡동 902-77번지,1,34,37.4867356,127.0385465,1,1869,0.0,2,2
서울특별시 강남구 도곡동 902-78번지,1,34,37.4866602,127.038605,1,1807,9.5,3,2
서울특별시 강남구 도곡동 902-79번지,1,34,37.4866093,127.0385024,1,1791,0.0,3,2
서울특별시 강남구 도곡동 902-85번지,1,38,37.4865532,127.0383342,1,1779,0.0,2,2
서울특별시 강남구 도곡동 902-124번지,1,29,37.4880389,127.0397773,1,2309,18.25,5,7
서울특별시 강남구 도곡동 903-1번지,1,35,37.487018,127.0396107,1,1828,20.55,6,7
서울특별시 강남구 도곡동 903-9번지,1,37,37.4868791,127.0395007,1,1763,0.0,5,7
서울특별시 강남구 도곡동 907-7번지,3,32,37.4859991,127.0397596,1,1180,27.6,6,7
서울특별시 강남구 도곡동 907-45번지,0,7,37.4859932,127.0395226,1,1204,14.7,5,7
서울특별시 강남구 도곡동 907-54번지,4,2,37.485975,127.0409407,1,1016,37.0,7,7
서울특별시 강남구 도곡동 909-3번지,2,20,37.485604,127.0391288,1,1143,22.3,6,7
서울특별시 강남구 도곡동 909-4번지,0,18,37.486253,127.0388542,1,1423,5.33,1,0
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,67.5,24,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,56.3,20,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,67.5,24,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,67.5,24,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,10.2,2,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,56.3,20,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,10.2,2,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,66.0,24,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,61.7,23,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,66.0,24,7
서울특별시 강남구 도곡동 91-5번지,1,24,37.4897783,127.0506508,1,192,66.0,24,7
서울특별시 강남구 도곡동 423-5번지,2,35,37.48402859999999,127.0452818,1,33,24.15,6,7
서울특별시 강남구 도곡동 423-7번지,1,32,37.4841773,127.0454865,1,43,8.5,2,7
서울특별시 강남구 도곡동 423-8번지,1,35,37.4840573,127.0456156,1,14,12.3,4,7
서울특별시 강남구 일원동 660-5번지,1,37,37.4906654,127.0855564,1,9708,0.0,3,2
서울특별시 강남구 일원동 660-6번지,1,33,37.4906163,127.0853903,1,9703,11.95,4,7
서울특별시 강남구 일원동 684-2번지,1,37,37.4903501,127.0813406,1,9215,19.4,5,7
서울특별시 강남구 일원동 684-3번지,1,38,37.4902056,127.081408,1,9212,0.0,4,7
서울특별시 강남구 일원동 684-4번지,1,38,37.490061,127.0814752,1,9157,16.5,5,7
서울특별시 강남구 일원동 684-5번지,1,36,37.48991650000001,127.0815425,1,9016,17.7,5,7
서울특별시 강남구 일원동 684-6번지,1,37,37.4897719,127.0816098,1,8946,17.5,5,7
서울특별시 강남구 일원동 684-7번지,1,38,37.4896273,127.0816771,1,8881,17.45,5,7
서울특별시 강남구 일원동 684-8번지,1,13,37.4894828,127.0817444,1,8821,29.04,7,5
서울특별시 강남구 일원동 685번지,1,38,37.490474,127.081796,1,9396,8.0,2,2
서울특별시 강남구 일원동 685-1번지,1,38,37.4902506,127.0818944,1,9395,0.0,2,2
서울특별시 강남구 일원동 685-2번지,1,39,37.4901286,127.0819514,1,9333,0.0,1,2
서울특별시 강남구 일원동 685-3번지,1,39,37.4900065,127.0820083,1,9217,0.0,2,2
서울특별시 강남구 일원동 685-4번지,1,38,37.4898845,127.0820652,1,9165,0.0,2,2
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,0.0,1,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,28.4,9,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,28.4,9,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,4.0,1,7
서울특별시 강남구 율현동 365번지,1,10,37.4676239,127.1054791,1,8640,0.0,0,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,4.35,1,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,31.4,10,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,4.21,1,7
서울특별시 강남구 율현동 365번지,0,10,37.4676239,127.1054791,1,8640,28.4,9,7
서울특별시 강남구 일원동 615-1번지,1,41,37.4912691,127.0793073,1,8720,0.0,13,7
서울특별시 강남구 일원동 615-1번지,1,41,37.4912691,127.0793073,1,8720,0.0,13,7
서울특별시 강남구 일원동 615-1번지,1,41,37.4912691,127.0793073,1,8720,0.0,2,7
서울특별시 강남구 일원동 615-1번지,1,41,37.4912691,127.0793073,1,8720,0.0,13,7
서울특별시 강남구 자곡동 220-42번지,1,36,37.481428,127.1004717,1,8522,5.8,1,2
서울특별시 강남구 자곡동 220-43번지,1,37,37.4814286,127.100679,1,8602,5.7,1,2
서울특별시 강남구 자곡동 220-46번지,1,37,37.4812771,127.1006739,1,8647,6.0,1,2
서울특별시 강남구 자곡동 220-49번지,1,34,37.4816472,127.1004647,1,8466,0.0,1,2
서울특별시 강남구 자곡동 223-4번지,1,33,37.4820706,127.1016983,1,8613,5.9,1,2
서울특별시 강남구 자곡동 223-11번지,1,38,37.4819327,127.1015113,1,8650,6.0,1,2
서울특별시 강남구 자곡동 223-12번지,1,36,37.4820536,127.1013707,1,8502,6.0,1,2
서울특별시 강남구 자곡동 223-15번지,1,2,37.4819529,127.1012352,1,8528,13.05,3,7
서울특별시 강남구 자곡동 223-17번지,1,37,37.4818341,127.1013782,1,8699,5.9,1,2
서울특별시 강남구 자곡동 223-27번지,1,35,37.4817767,127.101111,1,8631,5.95,1,2
서울특별시 강남구 자곡동 223-29번지,1,37,37.4816451,127.1009222,1,8651,6.0,1,2
서울특별시 강남구 자곡동 223-30번지,1,35,37.4818063,127.1009221,1,8520,6.0,1,2
서울특별시 강남구 자곡동 226-2번지,1,36,37.4821805,127.1023147,1,8774,0.0,2,2
서울특별시 강남구 자곡동 234-6번지,1,38,37.48185550000001,127.1018462,1,8861,6.0,1,2
서울특별시 강남구 자곡동 234-9번지,1,36,37.4817501,127.1017011,1,8873,9.95,3,2
서울특별시 강남구 자곡동 237-9번지,1,36,37.4814348,127.1008845,1,8732,0.0,1,2
서울특별시 강남구 자곡동 241-3번지,1,34,37.4818077,127.1004641,1,8353,5.7,1,2
서울특별시 강남구 자곡동 241-4번지,1,36,37.4818071,127.100656,1,8433,5.7,1,7
서울특별시 강남구 자곡동 251-2번지,0,12,37.481806,127.1000057,1,8140,11.9,3,4
서울특별시 강남구 자곡동 251-3번지,1,36,37.4818061,127.1002048,1,8233,12.0,3,7
서울특별시 강남구 자곡동 251-4번지,1,6,37.4816446,127.1002019,1,8355,7.17,2,7
서울특별시 강남구 자곡동 611번지,1,11,37.4741294,127.0940867,1,3169,0.0,0,7
서울특별시 강남구 자곡동 611번지,2,11,37.4741294,127.0940867,1,3169,0.0,0,7
서울특별시 강남구 자곡동 611번지,1,11,37.4741294,127.0940867,1,3169,43.85,15,7
서울특별시 강남구 자곡동 611번지,1,11,37.4741294,127.0940867,1,3169,3.0,0,7
서울특별시 강남구 자곡동 618번지,2,11,37.4726111,127.090992,1,3062,23.65,8,7
서울특별시 강남구 자곡동 618번지,2,11,37.4726111,127.090992,1,3062,43.25,15,7
서울특별시 강남구 자곡동 618번지,3,11,37.4726111,127.090992,1,3062,43.25,15,7
서울특별시 강남구 일원동 669번지,1,38,37.49106829999999,127.084145,1,9814,7.9,2,2
서울특별시 강남구 일원동 669-1번지,1,38,37.4911094,127.0842717,1,9820,0.0,2,2
서울특별시 강남구 일원동 669-2번지,1,38,37.4911492,127.0843945,1,9820,0.0,2,2
서울특별시 강남구 일원동 670번지,1,36,37.491861,127.0838302,1,9858,0.0,3,7
서울특별시 강남구 일원동 670-1번지,1,36,37.4919192,127.0839859,1,9842,11.4,3,7
서울특별시 강남구 일원동 670-2번지,1,40,37.4917287,127.0840751,1,9870,0.0,2,2
서울특별시 강남구 일원동 670-3번지,1,39,37.4916236,127.0841241,1,9876,0.0,2,2
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,15,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,15,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,15,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,12,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,3,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,2,7
서울특별시 강남구 일원동 711번지,1,33,37.4926339,127.0902837,1,8978,0.0,15,7
서울특별시 강남구 일원동 625-18번지,0,7,37.4937077,127.0833668,1,9428,17.2,5,7
서울특별시 강남구 일원동 625-19번지,1,37,37.4937458,127.083489,1,9432,0.0,2,2
서울특별시 강남구 일원동 625-20번지,1,39,37.4937827,127.0836137,1,9414,0.0,2,2
서울특별시 강남구 일원동 625-21번지,1,39,37.4936504,127.0836777,1,9451,13.1,4,7
서울특별시 강남구 일원동 625-22번지,1,37,37.4936089,127.083557,1,9459,10.75,3,7
서울특별시 강남구 일원동 625-23번지,1,39,37.4935698,127.0834363,1,9474,0.0,3,2
서울특별시 강남구 일원동 625-24번지,1,37,37.49353139999999,127.0833185,1,9517,0.0,3,7
서울특별시 강남구 일원동 625-25번지,1,39,37.4934932,127.0832005,1,9523,0.0,3,7
서울특별시 강남구 일원동 625-26번지,1,38,37.493646,127.0831226,1,9446,10.7,4,7
서울특별시 강남구 일원동 625-27번지,1,37,37.4938108,127.0830388,1,9380,12.3,4,7
서울특별시 강남구 일원동 625-28번지,1,37,37.4939695,127.082958,1,9311,10.9,3,7
서울특별시 강남구 일원동 625-29번지,1,38,37.4941217,127.0828807,1,9200,0.0,2,7
서울특별시 강남구 일원동 626번지,1,39,37.49298599999999,127.083731,1,9761,0.0,5,7
서울특별시 강남구 일원동 626번지,1,39,37.49298599999999,127.083731,1,9761,0.0,0,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 자곡동 646번지,0,12,37.4723186,127.100775,1,8094,20.1,5,7
서울특별시 강남구 자곡동 648번지,4,6,37.4721495,127.1032511,1,9434,37.64,9,6
서울특별시 강남구 자곡동 649번지,3,8,37.4726101,127.1029635,1,9087,41.97,10,7
서울특별시 강남구 자곡동 650번지,4,2,37.47306330000001,127.1024475,1,8627,48.91,10,7
서울특별시 강남구 자곡동 651번지,4,11,37.4735878,127.1030378,1,9190,44.45,10,7
서울특별시 강남구 자곡동 653번지,4,3,37.4740096,127.1035393,1,9556,46.23,10,7
서울특별시 강남구 자곡동 655번지,5,11,37.4743933,127.1040668,1,10034,36.85,10,7
서울특별시 강남구 자곡동 658번지,5,11,37.4747354,127.1048177,1,10530,40.27,10,7
서울특별시 강남구 율현동 196-79번지,1,37,37.472593,127.1087532,1,11069,7.95,2,2
서울특별시 강남구 율현동 196-81번지,1,2,37.4724432,127.1088745,1,11066,8.96,2,7
서울특별시 강남구 율현동 196-82번지,1,37,37.4723662,127.1087208,1,11085,5.8,1,2
서울특별시 강남구 세곡동 356-2번지,1,7,37.4695027,127.1005019,1,7937,11.2,2,7
서울특별시 강남구 세곡동 356-4번지,1,21,37.4695251,127.1008171,1,8119,10.05,2,7
서울특별시 강남구 세곡동 533번지,1,13,37.46677890000001,127.0929671,1,4149,0.0,0,7
서울특별시 강남구 세곡동 533번지,1,13,37.46677890000001,127.0929671,1,4149,43.05,15,7
서울특별시 강남구 세곡동 533번지,1,13,37.46677890000001,127.0929671,1,4149,0.0,0,7
서울특별시 강남구 세곡동 533번지,1,13,37.46677890000001,127.0929671,1,4149,43.05,15,7
서울특별시 강남구 세곡동 541번지,0,9,37.4681089,127.0947821,1,4811,13.85,4,7
서울특별시 강남구 세곡동 541번지,0,9,37.4681089,127.0947821,1,4811,13.85,4,7
서울특별시 강남구 세곡동 541번지,0,9,37.4681089,127.0947821,1,4811,13.85,4,7
서울특별시 강남구 세곡동 541번지,0,9,37.4681089,127.0947821,1,4811,13.85,4,7
서울특별시 강남구 세곡동 541번지,1,9,37.4681089,127.0947821,1,4811,0.0,0,7
서울특별시 강남구 세곡동 541번지,1,9,37.4681089,127.0947821,1,4811,3.5,0,7
서울특별시 강남구 도곡동 553-3번지,2,24,37.4901222,127.0349985,1,3171,34.35,9,7
서울특별시 강남구 도곡동 553-5번지,1,16,37.4900518,127.034766,1,3130,20.16,6,7
서울특별시 강남구 도곡동 553-6번지,1,37,37.4899943,127.0346216,1,3099,0.0,3,7
서울특별시 강남구 도곡동 554번지,1,33,37.4896671,127.0345916,1,2967,13.2,4,7
서울특별시 강남구 도곡동 554-1번지,2,20,37.489731,127.0346836,1,3004,25.2,7,7
서울특별시 강남구 도곡동 554-2번지,1,21,37.4897749,127.0348284,1,3027,29.25,9,7
서울특별시 강남구 도곡동 554-3번지,1,20,37.4898849,127.0350288,1,3087,18.7,6,7
서울특별시 강남구 도곡동 554-5번지,1,39,37.4899185,127.0351825,1,3107,0.0,4,7
서울특별시 강남구 도곡동 640-12번지,1,39,37.49247150000001,127.0456939,1,1996,0.0,2,2
서울특별시 강남구 도곡동 641-7번지,1,39,37.4918202,127.045082,1,2123,0.0,2,2
서울특별시 강남구 도곡동 652-7번지,1,34,37.5164561,127.0318878,1,1749,0.0,4,7
서울특별시 강남구 도곡동 717번지,0,49,37.5164561,127.0318878,1,1749,0.0,2,2
서울특별시 강남구 압구정동 434번지,1,43,37.5289279,127.0241089,0,0,0.0,13,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,51.6,15,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,51.6,15,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,4.2,1,7
서울특별시 강남구 수서동 795번지,0,11,37.4809954,127.0908145,1,3276,36.6,10,7
서울특별시 강남구 수서동 795번지,1,11,37.4809954,127.0908145,1,3276,0.0,0,7
서울특별시 강남구 도곡동 414-1번지,1,25,37.4844533,127.0428268,1,280,11.8,4,7
서울특별시 강남구 도곡동 414-2번지,1,25,37.4844722,127.0429878,1,262,11.8,4,7
서울특별시 강남구 도곡동 414-3번지,1,30,37.4844938,127.0431477,1,250,12.1,3,7
서울특별시 강남구 도곡동 414-4번지,1,33,37.4845183,127.0433076,1,240,17.25,5,7
서울특별시 강남구 도곡동 414-5번지,1,34,37.484536,127.0434696,1,231,15.8,5,7
서울특별시 강남구 도곡동 414-6번지,1,34,37.4845491,127.04363,1,213,17.1,5,7
서울특별시 강남구 도곡동 414-7번지,1,36,37.4846142,127.0437777,1,208,0.0,5,7
서울특별시 강남구 도곡동 414-8번지,1,37,37.4845249,127.0438201,1,191,0.0,2,2
서울특별시 강남구 일원동 722번지,2,31,37.4828777,127.0796221,1,3944,24.15,7,7
서울특별시 강남구 일원동 722-1번지,1,27,37.4828458,127.0793538,1,3865,13.9,4,7
