ground_nof,bstory_cnt,totar,bottom_area,time_unit_rainqty,time_unit_ws,time_unit_wd,spt_frstt_dist,target,구조_기타,구조_벽돌구조,구조_블록구조,구조_일반목구조,구조_일반철골구조,구조_철골철근콘크리트구조,구조_철근콘크리트구조,target_log,target_boxcox
3,1,985.6,246.4,0.0,2.0,200.0,5.2,0.0691,False,False,False,False,False,False,True,0.06681717303731714,0.5668171730373172
13,1,8747.5,651.11,0.0,3.0,200.0,3.2,0.0894,False,False,False,False,False,False,True,0.08562708596743704,0.5856270859674371
5,0,384.4,108.72,0.0,3.0,200.0,2.1,0.0833,False,False,False,False,False,False,True,0.0800119379693847,0.5800119379693847
2,1,146.19,45.96,0.0,3.0,200.0,2.0,0.1579,False,True,False,False,False,False,False,0.14660801963609033,0.6466080196360904
5,1,883.88,225.15,0.0,2.0,290.0,3.6,0.0933,False,False,False,False,False,False,True,0.08920064545830206,0.5892006454583021
6,1,3348.58,636.7,0.0,2.0,270.0,1.2,0.01,False,False,False,False,False,False,True,0.009950330853168083,0.5099503308531681
2,1,268.83,182.58,0.0,1.0,250.0,3.6,0.0984,False,False,False,False,False,False,True,0.09385457547162424,0.5938545754716242
20,0,15695.34,923.76,0.0,1.0,230.0,1.0,0.0832,False,False,False,False,False,False,True,0.07991962317587349,0.5799196231758735
6,1,2104.88,296.14,0.0,1.0,320.0,5.8,0.1095,False,False,False,False,False,False,True,0.10390946339051156,0.6039094633905115
6,1,1304.31,190.96,0.0,1.0,320.0,4.1,0.0408,False,False,False,False,False,False,True,0.03998964821615847,0.5399896482161585
13,1,2211.27,237.8,0.0,2.0,50.0,2.4,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
5,1,1123.29,198.0,0.0,1.0,140.0,4.0,0.0886,False,False,False,False,False,False,True,0.0848924670179626,0.5848924670179626
4,1,576.36,130.64,0.0,1.0,70.0,2.0,0.0791,False,False,False,False,False,False,True,0.0761273603875509,0.5761273603875509
10,1,3841.58,349.23,0.0,2.0,340.0,3.4,0.0775,False,False,False,False,False,False,True,0.0746435429957658,0.5746435429957658
6,1,1135.98,185.36,0.0,2.0,180.0,6.4,0.1208,False,False,False,False,False,False,True,0.1140427160406602,0.6140427160406602
2,1,221.85,75.21,0.0,1.0,180.0,1.8,0.1085,False,False,False,False,False,False,True,0.1030077500742291,0.6030077500742291
4,1,1141.23,804.27,0.0,1.0,180.0,0.8,0.0771,False,False,False,False,False,False,True,0.07427224437458747,0.5742722443745875
4,1,574.95,108.0,0.0,2.0,110.0,3.5,0.0866,False,False,False,False,False,False,True,0.08305355513528564,0.5830535551352857
4,1,1833.98,512.0,0.0,2.0,90.0,4.0,0.0892,False,False,False,False,False,False,True,0.08544348181746748,0.5854434818174675
3,1,328.82,94.92,0.0,2.0,90.0,1.5,0.0424,False,False,False,False,False,False,True,0.04152574682849831,0.5415257468284983
2,1,171.54,94.0,0.0,2.0,50.0,4.9,0.0531,False,False,False,False,False,False,True,0.05173819540441444,0.5517381954044145
6,2,2243.39,363.83,0.0,2.0,20.0,1.7,0.4906,False,False,False,False,False,False,True,0.3991787234654564,0.8991787234654565
8,1,889.55,120.77,0.0,3.0,50.0,3.5,0.0618,False,False,False,False,False,False,True,0.059965581167434064,0.5599655811674341
11,3,1623.1,594.0,0.1,2.0,50.0,4.2,0.0658,False,False,False,False,False,False,True,0.06372569088054482,0.5637256908805448
9,2,1879.95,227.18,0.1,2.0,50.0,4.8,0.0631,False,False,False,False,False,False,True,0.06118916831242246,0.5611891683124225
35,0,18891.23,830.44,0.0,2.0,50.0,1.0,0.0527,False,False,False,False,False,False,True,0.05135829227514207,0.5513582922751421
4,1,617.73,119.71,0.0,1.0,20.0,1.8,0.1012,False,False,False,False,False,False,True,0.0964004942863152,0.5964004942863153
15,1,16427.79,1095.0,0.0,2.0,200.0,3.7,0.0451,False,False,False,False,False,False,True,0.04411257461832095,0.544112574618321
4,1,398.79,103.32,0.0,1.0,250.0,0.8,0.048,False,False,False,False,False,False,True,0.046883585898850416,0.5468835858988504
5,1,399.84,69.12,0.0,3.0,250.0,1.5,0.0876,False,False,False,False,False,False,True,0.0839734337761786,0.5839734337761786
4,1,471.0,102.0,0.0,3.0,250.0,4.3,0.0903,False,False,False,False,False,False,True,0.08645288773019902,0.586452887730199
1,0,52.56,52.56,0.0,3.0,250.0,1.0,0.0967,False,True,False,False,False,False,False,0.09230567078402613,0.5923056707840262
17,3,5992920.0,605.3,0.0,4.0,270.0,3.7,0.078,False,False,False,False,False,False,True,0.07510747248680541,0.5751074724868054
4,0,434.5,132.36,0.0,4.0,270.0,6.7,0.1147,False,False,False,False,False,False,True,0.10858531041344073,0.6085853104134408
1,0,44.62,10.0,0.0,3.0,270.0,5.8,0.0469,False,False,False,False,False,False,True,0.04583341634317221,0.5458334163431722
17,3,18922.0,1707.0,0.0,4.0,270.0,3.1,0.1229,False,False,False,False,False,False,True,0.11591462459635592,0.6159146245963559
20,0,87778.48,559.77,0.0,4.0,290.0,3.1,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
5,1,646.43,141.82,0.0,4.0,270.0,2.2,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
6,0,659.99,222.0,0.0,2.0,270.0,2.8,0.0534,False,False,False,False,False,False,True,0.052023028067151915,0.5520230280671519
3,0,1801.55,825.52,0.0,3.0,270.0,1.1,0.0614,False,False,False,False,False,False,True,0.05958879141165754,0.5595887914116575
5,0,537.75,159.96,0.0,4.0,290.0,5.4,0.088,False,False,False,False,False,False,True,0.08434114843375087,0.5843411484337508
25,3,34666.29,2966.39,0.0,3.0,270.0,1.0,0.056,False,False,False,False,False,False,True,0.05448818528406973,0.5544881852840697
3,1,420.28,116.27,0.0,2.0,230.0,3.0,0.0963,False,False,False,False,False,False,True,0.09194087369835728,0.5919408736983572
4,1,578.8,113.31,0.0,4.0,290.0,1.2,0.1405,False,False,False,False,False,False,True,0.13146676274230568,0.6314667627423056
8,1,566.05,10.0,0.0,1.0,50.0,1.2,0.1334,False,False,False,False,False,False,True,0.12522196475338182,0.6252219647533819
4,1,398.68,83.64,0.0,2.0,340.0,6.5,0.0646,False,False,False,False,False,False,True,0.06259914175651997,0.5625991417565199
5,1,386.64,67.14,0.0,2.0,50.0,1.4,0.1316,False,False,False,False,False,False,True,0.12363256044527507,0.623632560445275
16,2,44370.56,4595.59,0.0,2.0,50.0,3.5,0.0832,False,False,False,False,False,False,True,0.07991962317587349,0.5799196231758735
4,1,1981.53,514.61,0.0,2.0,50.0,5.9,0.0641,False,False,False,False,False,False,True,0.06212937146554879,0.5621293714655488
2,1,197.94,65.98,0.0,2.0,290.0,3.5,0.0855,False,False,True,False,False,False,False,0.08204071033620948,0.5820407103362095
3,0,177.85,67.77,0.0,3.0,270.0,3.3,0.1372,False,False,False,False,False,False,True,0.12856910079470765,0.6285691007947076
1,0,41.25,41.25,0.0,3.0,290.0,3.5,0.0685,False,True,False,False,False,False,False,0.06625579577706527,0.5662557957770653
7,1,1224.0,0.0,0.0,4.0,320.0,3.9,0.088,False,False,False,False,False,False,True,0.08434114843375087,0.5843411484337508
11,0,1965.18,274.57,0.0,3.0,340.0,3.5,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
2,1,148.89,57.13,0.0,2.0,290.0,1.3,0.0574,False,True,False,False,False,False,False,0.05581306481921278,0.5558130648192128
6,1,410.18,113.58,0.0,3.0,320.0,7.5,0.0875,False,False,False,False,False,False,True,0.08388148398070211,0.583881483980702
2,1,248.26,79.71,0.0,2.0,320.0,3.0,0.0331,False,True,False,False,False,False,False,0.03256399087326267,0.5325639908732627
2,0,265.68,132.84,0.0,2.0,320.0,4.5,0.0804,False,False,False,False,True,False,False,0.07733134293632345,0.5773313429363235
35,2,14712.97,725.79,0.0,3.0,290.0,3.3,0.0979,False,False,False,False,False,False,True,0.09339926425854968,0.5933992642585497
4,1,5080.34,1399.83,0.0,3.0,290.0,6.3,0.0879,False,False,False,False,False,True,False,0.08424923244489992,0.5842492324448999
2,1,198.18,78.66,0.0,3.0,290.0,5.2,0.1059,False,False,False,False,False,False,True,0.10065948309917724,0.6006594830991773
4,1,431.42,107.86,0.0,4.0,270.0,2.6,0.0431,False,False,False,False,False,False,True,0.04219704869978836,0.5421970486997884
3,1,338.1,76.4,0.0,2.0,270.0,4.3,0.1218,False,False,False,False,False,False,True,0.1149345380920995,0.6149345380920995
4,1,649.89,146.98,0.0,2.0,270.0,2.0,0.0158,False,False,False,False,False,False,True,0.01567647938500758,0.5156764793850076
5,1,659.94,139.6,0.0,2.0,270.0,3.1,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
5,0,609.3,181.75,0.0,2.0,270.0,2.4,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,1,245.5,61.86,0.0,2.0,290.0,3.8,0.0877,False,False,False,False,False,False,True,0.08406537511766753,0.5840653751176675
3,1,206.0,59.0,0.0,3.0,320.0,1.5,0.1433,False,True,False,False,False,False,False,0.1339188175657872,0.6339188175657872
5,0,562.0,142.0,0.0,1.0,340.0,3.1,0.0884,False,False,False,False,False,False,True,0.08470872792695418,0.5847087279269542
15,33,190392.7,14951.82,0.0,1.0,290.0,3.9,0.0534,False,False,False,False,False,False,True,0.052023028067151915,0.5520230280671519
15,5,18239.56,1036.66,0.0,1.0,290.0,1.8,0.1335,False,False,False,False,False,False,True,0.12531019096544666,0.6253101909654466
1,0,42.98,42.98,0.0,3.0,290.0,1.1,0.1239,False,False,False,True,False,False,False,0.11680477954208435,0.6168047795420843
2,1,147.42,49.14,0.0,3.0,290.0,4.4,0.0876,False,True,False,False,False,False,False,0.0839734337761786,0.5839734337761786
2,1,196.0,78.05,0.0,3.0,290.0,4.9,0.0972,False,False,False,False,False,False,True,0.09276148008131112,0.5927614800813111
3,0,296.27,85.79,0.0,3.0,290.0,3.5,0.142,False,False,False,False,False,False,True,0.13278111123381847,0.6327811112338184
2,1,291.06,48.51,0.0,3.0,290.0,3.5,0.1225,False,True,False,False,False,False,False,0.1155583406342723,0.6155583406342723
40,5,228890.65,12809.22,0.0,3.0,290.0,2.0,0.0885,False,False,False,False,False,False,True,0.08480060169246507,0.5848006016924651
5,1,1649.11,269.6,0.0,3.0,290.0,5.1,0.1042,False,False,False,False,False,False,True,0.09912109086780718,0.5991210908678072
4,1,447.3,32.76,0.0,1.0,20.0,3.6,0.0,False,False,False,False,False,False,True,0.0,0.5
3,1,299.52,37.44,0.0,1.0,20.0,3.2,0.049,False,False,False,False,False,False,True,0.04783732941416013,0.5478373294141601
3,1,257.94,88.28,0.0,1.0,20.0,2.7,0.422,False,True,False,False,False,False,False,0.35206433138104914,0.8520643313810492
1,0,6.0,6.0,0.0,2.0,20.0,6.4,0.0765,True,False,False,False,False,False,False,0.07371503782228067,0.5737150378222806
4,1,621.26,146.25,0.0,2.0,50.0,1.6,0.052,False,False,False,False,False,False,True,0.050693114315518116,0.5506931143155182
1,0,60.0,60.0,0.0,2.0,50.0,5.2,0.1324,False,False,False,True,False,False,False,0.12433927425560748,0.6243392742556075
5,0,396.97,118.58,0.0,2.0,70.0,4.0,0.0851,False,False,False,False,False,False,True,0.0816721486440249,0.5816721486440249
4,1,409.37,78.6,0.0,1.0,70.0,3.5,0.0569,False,False,False,False,False,False,True,0.055340095033164595,0.5553400950331646
4,0,1984.14,100.0,0.0,3.0,270.0,1.2,0.0876,False,False,False,False,False,False,True,0.0839734337761786,0.5839734337761786
10,3,4565.38,361.25,0.0,3.0,250.0,3.1,0.0696,False,False,False,False,False,False,True,0.06728474680559636,0.5672847468055964
17,2,23689.07,1907.72,0.0,3.0,250.0,2.4,0.1008,False,False,False,False,False,False,True,0.09603718819694217,0.5960371881969422
12,4,15297327.0,1001.19,0.0,3.0,230.0,1.5,0.0316,False,False,False,False,False,False,True,0.031110995025052664,0.5311109950250527
6,1,1578.9,247.6,0.0,3.0,230.0,1.5,0.082,False,False,False,False,False,False,True,0.07881118042428978,0.5788111804242898
6,0,968.16,438.0,0.0,3.0,230.0,2.3,0.0817,False,False,False,False,False,False,True,0.07853387765410684,0.5785338776541068
3,1,318.52,95.95,0.0,3.0,230.0,3.5,0.1303,False,False,False,False,False,False,True,0.12248308421454839,0.6224830842145483
3,1,863.48,220.17,0.0,5.0,290.0,1.8,0.0469,False,False,False,False,False,False,True,0.04583341634317221,0.5458334163431722
4,1,492.0,98.4,0.0,4.0,270.0,2.5,0.1251,False,False,False,False,False,False,True,0.11787192059488914,0.6178719205948892
4,1,255.39,51.08,0.0,4.0,270.0,3.5,0.0408,False,False,False,False,False,False,True,0.03998964821615847,0.5399896482161585
1,0,19.04,19.04,0.0,3.0,340.0,2.3,0.0607,False,False,False,True,False,False,False,0.05892906752928749,0.5589290675292875
7,1,1802.44,226.96,0.0,1.0,250.0,2.2,0.0945,False,False,False,False,False,False,True,0.09029763798078058,0.5902976379807806
4,1,498.98,124.5,0.0,2.0,290.0,2.0,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
15,1,8735.06,20.47,0.0,1.0,270.0,4.0,0.0766,False,False,False,False,False,False,True,0.07380792714471986,0.5738079271447198
15,5,37539.22,2322.22,0.0,1.0,270.0,3.5,0.1071,False,False,False,False,False,False,True,0.10174398388328407,0.6017439838832841
5,1,1342.4,219.27,0.0,2.0,290.0,1.5,0.0712,False,False,False,False,False,False,True,0.0687795153948257,0.5687795153948257
13,1,2043.9,232.08,0.0,2.0,290.0,1.5,0.074,False,False,False,False,False,False,True,0.07138999608667293,0.571389996086673
4,1,1303.5,330.0,0.0,3.0,230.0,0.5,0.1549,False,False,False,False,False,False,True,0.14401376013890474,0.6440137601389048
10,0,994.5,117.3,0.0,2.0,270.0,4.5,0.0541,False,False,False,False,False,False,True,0.05268732227900646,0.5526873222790064
24,7,175537.3,7198.61,0.0,3.0,290.0,1.5,0.0499,False,False,False,False,False,False,True,0.04869492153875855,0.5486949215387585
2,1,203.74,91.44,0.0,3.0,290.0,1.2,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,1,389.94,87.32,0.0,2.0,270.0,2.2,0.0636,False,False,False,False,False,False,True,0.0616593803867277,0.5616593803867277
1,0,60.17,60.17,0.0,0.0,0.0,3.4,0.0663,False,False,False,True,False,False,False,0.0641947120419968,0.5641947120419968
1,0,47.25,47.25,0.0,1.0,360.0,4.2,0.0875,False,False,False,False,False,False,True,0.08388148398070211,0.583881483980702
4,1,726.37,143.97,0.0,2.0,50.0,2.7,0.0594,False,False,False,False,False,False,True,0.05770271012828925,0.5577027101282892
15,1,17058.86,1340.54,0.0,2.0,50.0,3.2,0.0516,False,False,False,False,False,False,True,0.050312813873589095,0.5503128138735891
2,1,195.21,66.96,0.0,2.0,50.0,4.3,0.1272,False,True,False,False,False,False,False,0.11973668160233342,0.6197366816023334
5,1,658.17,106.41,0.0,2.0,200.0,2.1,0.1259,False,False,False,False,False,False,True,0.1185827158269478,0.6185827158269478
2,0,42.68,38.4,0.0,2.0,200.0,2.1,0.1178,False,False,False,True,False,False,False,0.11136246785346073,0.6113624678534607
4,1,409.14,91.32,0.0,2.0,200.0,5.0,0.0596,False,False,False,False,False,False,True,0.05789147841577759,0.5578914784157776
1,1,81.46,73.76,0.0,1.0,230.0,1.0,0.1326,False,True,False,False,False,False,False,0.12451587469756756,0.6245158746975675
2,1,328.66,117.96,0.0,1.0,230.0,3.5,0.0713,False,False,False,False,False,False,True,0.0688728642863754,0.5688728642863754
2,0,49.58,36.36,0.0,1.0,200.0,1.4,0.1169,False,False,False,True,False,False,False,0.11055699056464385,0.6105569905646439
5,2,24370.92,3404.25,0.0,1.0,200.0,0.6,0.1296,False,False,False,False,False,False,True,0.12186358775684057,0.6218635877568406
5,1,2668.92,16.5,0.0,2.0,50.0,1.5,0.0828,False,False,False,False,False,False,True,0.07955027875800906,0.579550278758009
18,5,37290.9,1374.25,0.0,2.0,50.0,3.6,0.0715,False,False,False,False,False,False,True,0.06905953593149465,0.5690595359314946
4,1,421.4,81.7,0.0,2.0,70.0,1.4,0.1086,False,False,False,False,False,False,True,0.10309795800356726,0.6030979580035672
4,1,1293.2,234.64,0.0,3.0,50.0,1.9,0.1155,False,False,False,False,False,False,True,0.10930273489045014,0.6093027348904502
5,2,4119.54,248.13,0.0,3.0,50.0,8.0,0.0862,False,False,False,False,False,False,True,0.08268536661860784,0.5826853666186078
1,0,17.48,17.48,0.0,3.0,50.0,2.8,0.1355,False,False,True,False,False,False,False,0.12707308256347613,0.6270730825634762
9,0,246.69,82.23,0.0,3.0,50.0,3.2,0.0856,False,False,False,False,True,False,False,0.08213282953852233,0.5821328295385223
1,0,6081.96,1279.3,0.0,3.0,50.0,2.5,0.0774,False,False,False,False,True,False,False,0.07455073126429633,0.5745507312642963
14,2,62341.0,22.0,0.0,2.0,50.0,1.8,0.0512,False,False,False,False,False,False,True,0.04993236874820901,0.549932368748209
15,0,12119.34,1246.63,0.0,2.0,50.0,2.0,0.0799,False,False,False,False,False,False,True,0.07686844425657699,0.576868444256577
4,1,2165.6,561.1,0.0,1.0,200.0,3.6,0.049,False,False,False,False,False,False,True,0.04783732941416013,0.5478373294141601
14,1,10770.1,826.3,0.0,2.0,200.0,0.2,0.1243,False,False,False,False,False,False,True,0.11716061977357688,0.6171606197735768
19,2,4736.3,301.46,0.0,1.0,270.0,0.9,0.0571,False,False,False,False,False,False,True,0.055529309792480296,0.5555293097924803
3,1,3620.25,84.95,0.0,1.0,270.0,6.5,0.0658,False,False,False,False,False,False,True,0.06372569088054482,0.5637256908805448
1,0,64.53,64.53,0.0,1.0,270.0,2.4,0.0743,False,False,False,True,False,False,False,0.07166928669035966,0.5716692866903597
5,0,483.93,0.0,0.0,2.0,250.0,5.0,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
2,0,87.4,43.7,0.0,0.0,0.0,3.6,0.0876,False,True,False,False,False,False,False,0.0839734337761786,0.5839734337761786
2,1,119.88,39.96,0.0,2.0,20.0,2.7,0.039,False,True,False,False,False,False,False,0.038258712117090345,0.5382587121170903
5,0,539.4,143.99,0.0,2.0,20.0,2.1,0.1557,False,False,False,False,False,False,True,0.1447062209992586,0.6447062209992586
10,1,1605.81,230.71,0.0,2.0,50.0,6.2,0.0809,False,False,False,False,False,False,True,0.07779402744002019,0.5777940274400202
6,1,974.7,204.1,0.0,2.0,50.0,4.5,0.0661,False,False,False,False,False,False,True,0.06400712997429238,0.5640071299742924
8,1,1692.0,202.0,0.0,2.0,50.0,1.2,0.4611,False,False,False,False,False,False,True,0.3791895766959017,0.8791895766959017
4,0,1602.5,642.8,0.0,2.0,50.0,4.5,0.068,False,False,False,False,False,True,False,0.0657877405380031,0.5657877405380031
6,2,2742.12,399.77,0.0,2.0,50.0,2.8,0.0474,False,False,False,False,False,False,True,0.04631090286325026,0.5463109028632502
5,0,607.4,181.28,0.0,2.0,50.0,3.2,0.0584,False,False,False,False,False,False,True,0.056758333818608876,0.5567583338186088
3,1,915.96,305.32,1.1,0.0,0.0,1.4,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
5,1,1412.26,250.78,0.0,3.0,270.0,1.3,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
4,0,400.0,102.48,0.0,3.0,270.0,3.9,0.2602,False,False,False,False,False,False,True,0.23127043852581805,0.7312704385258181
7,2,1.87,298.31,0.0,3.0,250.0,2.8,0.086,False,False,False,False,False,False,True,0.08250122151174369,0.5825012215117437
19,3,14558.6,616.83,0.0,4.0,250.0,6.2,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
33,0,14080.56,84.34,0.0,4.0,250.0,1.0,0.0887,False,False,False,False,False,False,True,0.08498432390499729,0.5849843239049973
14,1,1140.67,121.07,0.0,3.0,250.0,1.1,0.0631,False,False,False,False,False,False,True,0.06118916831242246,0.5611891683124225
2,1,221.56,117.0,0.0,1.0,230.0,3.7,0.0671,False,True,False,False,False,False,False,0.06494468864038216,0.5649446886403822
3,1,205.84,54.28,0.0,1.0,270.0,1.6,0.0682,False,False,False,False,False,False,True,0.06597498892353287,0.5659749889235328
4,2,5523.93,798.69,0.0,5.0,230.0,7.3,0.1618,False,False,False,False,False,False,True,0.1499705265762951,0.6499705265762951
5,0,730.84,255.92,0.0,6.0,230.0,2.2,0.245,False,False,False,False,False,False,True,0.21913552991667093,0.719135529916671
3,1,412.41,53.46,0.0,5.0,230.0,1.5,0.0358,False,False,False,False,False,False,True,0.03517407500765403,0.535174075007654
15,1,6755.27,430.64,0.0,3.0,200.0,0.8,0.099,False,False,False,False,False,False,True,0.09440067542148432,0.5944006754214843
1,1,76.53,63.64,0.0,2.0,110.0,3.5,0.0605,False,True,False,False,False,False,False,0.058740495022600085,0.5587404950226
4,1,304.09,68.16,0.0,3.0,50.0,1.6,0.1162,False,True,False,False,False,False,False,0.10993005937219615,0.6099300593721961
3,1,265.8,76.0,0.0,2.0,70.0,3.1,0.1679,False,False,False,False,False,False,True,0.15520726430238269,0.6552072643023827
3,1,1636.19,290.79,0.0,2.0,70.0,5.5,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
26,5,28051.27,1328.58,0.0,2.0,70.0,1.8,0.0916,False,False,False,False,False,False,True,0.08764450985204635,0.5876445098520463
22,8,80337.3,3280.87,0.0,4.0,180.0,2.0,0.118,False,False,False,False,False,False,True,0.11154137473290741,0.6115413747329074
16,2,3065.24,275.69,0.0,6.0,200.0,3.0,0.0232,False,False,False,False,False,False,True,0.022934971282495883,0.5229349712824959
3,1,497.04,124.35,0.0,3.0,230.0,1.5,0.0614,False,False,False,False,False,False,True,0.05958879141165754,0.5595887914116575
2,1,339.68,169.84,0.0,2.0,200.0,2.1,0.1199,False,False,False,False,False,False,True,0.1132393956065108,0.6132393956065108
5,1,721.79,122.64,0.0,2.0,200.0,3.0,0.1307,False,False,False,False,False,False,True,0.1228369099590624,0.6228369099590624
4,0,225.19,63.64,0.0,2.0,200.0,3.5,0.1184,False,False,False,False,False,False,True,0.11189909249740876,0.6118990924974088
9,1,5255.3,632.3,0.0,2.0,180.0,4.6,0.1205,False,False,False,False,False,False,True,0.11377501425884462,0.6137750142588446
2,1,297.54,99.18,0.0,2.0,180.0,0.8,0.1464,False,False,False,False,False,False,True,0.13662659753182504,0.636626597531825
3,1,236.96,55.24,0.0,1.0,270.0,4.8,0.081,False,False,False,False,False,False,True,0.07788653865707124,0.5778865386570713
15,1,6004.52,538.3,0.0,2.0,320.0,2.4,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
20,4,41191.38,2269.0,0.0,1.0,230.0,2.1,0.0399,False,False,False,False,False,False,True,0.03912455468405003,0.5391245546840501
2,1,204.96,102.48,0.0,0.0,0.0,4.3,0.028,False,False,False,False,False,False,True,0.027615167032973367,0.5276151670329734
12,0,3423.36,29.5,0.0,0.0,0.0,2.3,0.0728,False,False,False,False,False,False,True,0.07027205298533172,0.5702720529853317
5,1,694.49,119.03,0.0,0.0,0.0,1.7,0.0695,False,False,False,False,False,False,True,0.06719124954032328,0.5671912495403233
6,1,652.32,39.02,0.0,0.0,0.0,2.8,0.0566,False,False,False,False,False,False,True,0.0550562057480784,0.5550562057480783
5,1,678.64,130.47,0.0,0.0,0.0,1.6,0.0747,False,False,False,False,False,False,True,0.07204155286497055,0.5720415528649705
4,1,338.0,97.0,0.0,0.0,0.0,2.5,0.0599,False,True,False,False,False,False,False,0.05817456405107218,0.5581745640510721
4,1,619.12,132.1,0.0,0.0,0.0,2.2,0.0551,False,False,False,False,False,False,True,0.05363554916590941,0.5536355491659094
15,1,8348.2,100.52,0.0,0.0,0.0,2.6,0.071,False,False,False,False,False,False,True,0.06859279146561172,0.5685927914656117
2,1,178.2,59.4,0.0,0.0,0.0,2.2,0.0634,False,True,False,False,False,False,False,0.06147132208810105,0.561471322088101
17,3,18922.35,1707.42,0.0,0.0,0.0,3.8,0.0316,False,False,False,False,False,False,True,0.031110995025052664,0.5311109950250527
3,1,298.94,89.04,0.0,0.0,0.0,1.0,0.0717,False,False,False,False,False,False,True,0.06924617273681431,0.5692461727368143
4,1,271.44,63.96,0.0,0.0,0.0,1.5,0.0667,False,False,False,False,False,False,True,0.06456977064930008,0.5645697706493
6,1,1187.98,186.87,0.0,0.0,0.0,5.0,0.0634,False,False,False,False,False,False,True,0.06147132208810105,0.561471322088101
3,0,1921.63,919.8,0.1,0.0,0.0,0.5,0.1492,False,False,False,False,False,False,True,0.13906604812299744,0.6390660481229975
2,0,106.7,57.5,0.0,0.0,0.0,2.2,0.0868,False,False,False,False,False,False,True,0.08323759857005562,0.5832375985700556
3,1,295.25,77.39,0.8,7.0,50.0,2.4,0.0684,False,False,False,False,False,False,True,0.06616220225366876,0.5661622022536688
23,2,19506.28,84.93,0.0,6.0,50.0,2.5,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
15,1,24085.53,26.58,0.0,6.0,50.0,2.4,0.1996,False,False,False,False,False,False,True,0.18198816789271696,0.681988167892717
4,1,1558.73,986.33,4.3,3.0,50.0,0.5,0.0969,False,False,False,False,False,False,True,0.09248801943515139,0.5924880194351514
3,1,387.19,90.76,0.0,5.0,50.0,4.8,0.1394,False,False,False,False,False,False,True,0.13050180806415815,0.6305018080641581
3,1,216.88,86.44,0.0,3.0,50.0,2.0,0.0639,False,False,False,False,False,False,True,0.0619414015401833,0.5619414015401833
2,1,338.75,165.29,0.0,3.0,50.0,2.0,0.0579,False,False,False,False,False,False,True,0.056285811010591824,0.5562858110105918
3,1,263.52,65.88,0.0,3.0,50.0,4.0,0.1145,False,False,False,False,False,False,True,0.1084058738437865,0.6084058738437865
3,1,359.8,101.72,0.0,3.0,50.0,1.8,0.0232,False,False,False,False,False,False,True,0.022934971282495883,0.5229349712824959
24,2,10706.15,552.57,0.0,3.0,50.0,6.6,0.038,False,False,False,False,False,False,True,0.037295784743696894,0.5372957847436969
5,0,659.86,201.85,0.0,2.0,20.0,2.4,0.0408,False,False,False,False,False,False,True,0.03998964821615847,0.5399896482161585
2,0,218.02,95.86,0.0,2.0,50.0,3.8,0.0531,False,False,False,False,False,False,True,0.05173819540441444,0.5517381954044145
17,1,5356.95,252.45,0.0,2.0,50.0,0.4,0.1751,False,False,False,False,False,False,True,0.16135325035775827,0.6613532503577583
6,1,871.04,133.4,0.0,2.0,20.0,2.3,0.15,False,False,False,False,False,False,True,0.1397619423751587,0.6397619423751587
6,1,1351.33,28.12,0.0,2.0,70.0,1.7,0.066,False,False,False,False,False,False,True,0.0639133257436528,0.5639133257436528
5,2,95171.9,37558.2,0.0,2.0,50.0,2.6,0.0751,False,False,False,False,False,False,True,0.07241368050904531,0.5724136805090453
2,0,388.66,294.45,0.0,2.0,50.0,3.3,0.0892,False,False,False,False,False,False,True,0.08544348181746748,0.5854434818174675
3,2,31644.93,6510.03,0.0,2.0,50.0,6.5,0.0784,False,False,False,False,False,False,True,0.07547846117590554,0.5754784611759055
3,1,154.17,21.5,0.0,3.0,50.0,2.4,0.0424,False,False,False,False,False,False,True,0.04152574682849831,0.5415257468284983
1,4,375.62,99.02,0.0,3.0,70.0,2.5,0.0587,False,False,False,False,False,False,True,0.05704174036719702,0.557041740367197
8,1,1868.89,269.08,0.0,3.0,70.0,2.5,0.1268,False,False,False,False,False,False,True,0.11938175702008047,0.6193817570200805
6,1,2687.58,536.4,0.0,3.0,70.0,4.4,0.0883,False,False,False,False,False,False,True,0.08461684571987892,0.5846168457198789
3,2,378.54,98.64,0.0,3.0,50.0,4.6,0.0438,False,False,False,False,False,False,True,0.042867900227175806,0.5428679002271758
